行数	预测值			真实值
1278	{'李敏镐', '回韩', '来源'}		{'李敏镐', '图片'}
1279	岁			那些
1279	{'天', '岁', '100'}		{'我长', '那些', '年'}
1280	醒醒			放过
1280	{'肿', '尔康', '醒醒'}		{'放过', '李佳航'}
1281	拿来			鹿晗
1281	{'书签', '有亲', '拿来'}		{'0420', '鹿晗', '生日快乐'}
1282	打劫			带个
1282	{'打劫', '永远', '存货'}		{'回家', '带个', '胡歌'}
1283	韩寒			后会无期
1283	{'韩寒', '后会无期', '今年'}		{'后会无期', '小时代', '3'}
1284	白色			白色
1284	{'14', '日', '白色'}		{'情人节', '白色'}
1285	该剧			封神
1285	{'该剧', '看', '以往'}		{'封神', '英雄榜'}
1286	萧敬腾			金曲
1286	{'求婚', '萧敬腾', '下跪'}		{'金曲', '林俊杰', '歌王'}
1287	小伙			老子
1287	{'小伙', '说唱', '方言'}		{'老子', '明天', '不'}
1288	不去			支持
1288	{'菲律宾', '决定', '不去'}		{'陈坤', '支持'}
1289	来往			爱情公寓
1289	{'爱情公寓', '公众', '来往'}		{'爱情公寓', '4'}
1290	特辑			杉杉
1290	{'杉杉', '特辑', '幕后'}		{'来', '杉杉', '了'}
1291	精			胡萝卜
1291	{'一只', '精', '胡萝卜'}		{'精', '胡萝卜'}
1292	曾小贤			抄
1292	{'认识', '咬', '曾小贤'}		{'抄', '家伙', '灭诺澜'}
1293	芒果			爸爸
1293	{'芒果', '先', '大'}		{'了', '回来', '爸爸'}
1294	镐			李敏镐
1294	{'镐', 'minoz', '洗敏'}		{'李敏镐'}
1295	不行			roommate
1295	{'不行', '欧巴', '喔'}		{'roommate'}
1296	说到底			梁静茹
1296	{'说到底', 'care', '真心'}		{'枪', '躺', '梁静茹'}
1297	组合			鹿晗
1297	{'组合', '偶像', 'exo'}		{'鹿晗', '重返', '20'}
1298	山东			舌尖上的中国
1298	{'煎饼', '四川', '山东'}		{'第二季', '舌尖上的中国'}
1299	妈			谢娜
1299	{'妈', '黄多多', '逼'}		{'给', '黄多多', '谢娜'}
1300	打气			王乔
1300	{'邓紫棋', 'gem', '打气'}		{'给', '王乔', '邓紫棋'}
1301	25			广场
1301	{'广场', '7', '25'}		{'广场', '舞', '师兄'}
1302	首都机场			张艺兴
1302	{'首都机场', '张艺兴', '送机'}		{'张艺兴'}
1303	水木			来自星星的你
1303	{'水木', '来自星星的你', '剧'}		{'来自星星的你'}
1304	好消息			鹿晗
1304	{'回顾', '好消息', '想'}		{'0420', '鹿晗', '生日快乐'}
1305	出发			优酷
1305	{'出发', '韩国', 'sean'}		{'全', '优酷', '娱乐'}
1306	梅艳芳			我是歌手
1306	{'梅艳芳', '花', '原版'}		{'我是歌手'}
1307	行星			exo
1307	{'妹子', '那天', '行星'}		{'exo'}
1308	关心			钟汉良
1308	{'本人', '外面', '关心'}		{'钟汉良'}
1309	成都			中国
1309	{'成都', '24', '谢帝'}		{'中国', '好', '歌曲'}
1310	团队			杭州
1310	{'动', '团队', '政策'}		{'杭州', '限牌'}
1311	不输给			花儿与少年
1311	{'雨', '风', '不输给'}		{'花儿与少年'}
1312	大结局			叛逃
1312	{'叛逃', '预告', '大结局'}		{'叛逃'}
1313	海报			放过
1313	{'突然', '这张', '海报'}		{'放过', '李佳航'}
1314	休息			最佳
1314	{'中途', '去', '休息'}		{'最佳', '室友', '朴灿烈'}
1315	成绩			国考
1315	{'不高不低', '不查', '成绩'}		{'公布', '成绩', '国考'}
1316	微博上			时尚
1316	{'直播', '微博上', '第一夫人'}		{'热点', '时尚'}
1317	热闹			朴有天
1317	{'场外', '米', '热闹'}		{'广州', '见面会', '朴有天'}
1318	狗皮			求古剑
1318	{'越苏', '最爱', '狗皮'}		{'专场', '求古剑'}
1319	菜			为
1319	{'菜', '精良', '里面'}		{'前任攻略', '为', '点个'}
1320	距离			刘诗诗
1320	{'全球', '首播', '距离'}		{'步步惊情', '刘诗诗'}
1321	两集			来自星星的你
1321	{'更新', '两集', '星期'}		{'来自星星的你'}
1322	一年			花儿与少年
1322	{'一年', '了解', '歌迷'}		{'花儿与少年'}
1323	逝去			马航
1323	{'默哀', '生命', '逝去'}		{'马航', '空难'}
1324	右下角			最强
1324	{'两亿', '右下角', '眼'}		{'天团', '最强'}
1325	罩			爸爸去哪儿
1325	{'罩', '冖', '有人'}		{'爸爸去哪儿', '吴镇宇', '费曼'}
1326	杨阳洋			我们
1326	{'萌萌哒', '杨阳洋', '看见'}		{'爱', '我们', '都'}
1327	朋友圈			长沙
1327	{'转', '朋友圈', '我大'}		{'伍家岭', '长沙', '砍'}
1328	头发			王思聪体
1328	{'不在乎', '头发', '少'}		{'王思聪体'}
1329	求			冯绍峰
1329	{'冯叔', '求', '好像'}		{'删微博', '冯绍峰'}
1330	可爱			王源
1330	{'觉得', '可爱', '很'}		{'王源'}
1331	cry			神探
1331	{'甜', '卷福', 'cry'}		{'出柜', '神探', '夏洛克'}
1332	留言			triangle
1332	{'尼玛', '留言', '这群'}		{'triangle'}
1333	何以			何以
1333	{'电视剧', '笙箫', '何以'}		{'笙箫', '何以', '默'}
1334	正			于
1334	{'喜欢', '拍', '正'}		{'抄过', '于', '正'}
1335	褪去			小希爱
1335	{'繁华', '白头', '褪去'}		{'小希爱', '八卦'}
1336	小朋友			王诗龄
1336	{'究竟', '小朋友', '王诗龄'}		{'我们', '王诗龄', '想'}
1337	姐弟			家有萌
1337	{'20', '姐弟', '相差'}		{'家有萌', '兄妹'}
1338	小学			上
1338	{'发现', '小学', '回到'}		{'上', '厕所', '不'}
1339	保佑			考研
1339	{'悬', '老天', '保佑'}		{'成绩', '考研'}
1340	行且			愚人节
1340	{'行且', '不易', '虽易'}		{'快乐', '愚人节'}
1341	影院			爸爸去哪儿
1341	{'去', '公映', '影院'}		{'我', '爸爸去哪儿', '就是'}
1342	孙燕姿			孙燕姿
1342	{'孙燕姿', '2014', '新专辑'}		{'孙燕姿', '2014', '新专辑'}
1343	演绎			金贤
1343	{'演绎', '心中', '尹智厚'}		{'金贤', '重带', '你'}
1344	天才			王思聪体
1344	{'不在乎', '天才', '是不是'}		{'王思聪体'}
1345	的			郑嘉颖
1345	{'垂直', '飞', '的'}		{'815', '郑嘉颖', '生日快乐'}
1346	小			王源
1346	{'小', '的', '表情'}		{'王源'}
1347	小盆友			neinei
1347	{'小盆友', '热', '排'}		{'neinei'}
1348	秀智			秀智
1348	{'140728', '秀智', 'runningman'}		{'秀智'}
1349	热门			小奇
1349	{'韩国', '热门', '综艺'}		{'小奇', 'live', 'runningman'}
1350	携手			mikeaom
1350	{'携手', '前行', '更加'}		{'巡回', 'mikeaom', '亚洲'}
1351	车展			北京
1351	{'北京', '4', '车展'}		{'北京', '车展'}
1352	爸			neinei
1352	{'neinei', '呵护', '爸'}		{'neinei'}
1353	系列			张力尹
1353	{'系列', '2', '消息'}		{'张力尹', 'breath'}
1354	心疼			抄
1354	{'心疼', '死', '灭'}		{'抄', '家伙', '灭诺澜'}
1355	赵丽颖			杉杉
1355	{'杉杉', '赵丽颖', '张翰'}		{'来', '杉杉', '了'}
1356	金秀贤			邓紫棋
1356	{'上海', '日前', '金秀贤'}		{'邓紫棋', '金秀贤'}
1357	6			马航
1357	{'6', '1', '月'}		{'马航', '失联', '客机'}
1358	日本			昆明
1358	{'的', '真是', '日本'}		{'恐怖袭击', '昆明', '暴力'}
1359	演唱			萧敬腾
1359	{'演唱', '签书会', '签唱会'}		{'萧敬腾', '加油'}
1360	秒			冰桶挑战
1360	{'秒', '看看', '最新'}		{'冰桶挑战'}
1361	黄奕			黄奕
1361	{'黄奕', '的', '见到'}		{'提出', '黄奕', '离婚'}
1362	不信			首尔
1362	{'这次', '不信', '淡定'}		{'大学', '首尔', '女神'}
1363	出演			金俊秀
1363	{'的', '出演', '音乐剧'}		{'金俊秀'}
1364	陈			陈小春
1364	{'家', '陈', '粉丝团'}		{'陈小春', '生日快乐', '78'}
1365	好像			贝儿
1365	{'日剧', '好像', '两人'}		{'feynman', '贝儿'}
1366	完			爱情公寓
1366	{'电视剧', '完', '一部'}		{'爱情公寓', '4'}
1367	歌词			昆凌
1367	{'我爱你', '歌词', '周杰伦'}		{'昆凌', '生日快乐'}
1368	伯贤			边伯贤
1368	{'年龄', '说话', '伯贤'}		{'泰妍', '恋爱', '边伯贤'}
1369	名人			陈伟霆
1369	{'名人', '榜', '综合'}		{'陈伟霆', '813', '土豆'}
1370	主持人			王乔
1370	{'嘲讽', '主持人', '就算'}		{'给', '王乔', '邓紫棋'}
1371	有所			花千骨
1371	{'所谓', '有所', '心'}		{'花千骨'}
1372	吴亦凡			时间煮雨
1372	{'演绎', '吴亦凡', '小时代'}		{'时间煮雨', '小时代', '3'}
1373	飞天			飞天
1373	{'飞天', '小女警', '每次'}		{'飞天', '小女警'}
1374	小乔			帮
1374	{'帮', '小乔', '大学生'}		{'帮', '爷爷', '找小三'}
1375	调			春晚
1375	{'对得起', '灯光', '调'}		{'春晚'}
1376	绿			新歌
1376	{'晚', '绿', '苏打'}		{'新歌', '速递'}
1377	刷屏			念念不忘
1377	{'受', '刷屏', '空间'}		{'必有', '念念不忘', '回响'}
1378	相差			家有萌
1378	{'妹妹', '相差', '25'}		{'家有萌', '兄妹'}
1379	舆论			昆明
1379	{'已死', '舆论', '证明'}		{'昆明'}
1380	惊呆			文章
1380	{'惦', '刘小', '惊呆'}		{'开房', '姚笛', '文章'}
1381	mv			美拍
1381	{'跨上', 'mv', '拍'}		{'美拍'}
1382	娱乐圈			江铠同
1382	{'滚出', '娱乐圈', '麻烦'}		{'江铠同', '滚出', '娱乐圈'}
1383	徐静蕾			男神
1383	{'晒', '徐静蕾', '爱奇艺'}		{'终于', '男神', '笑'}
1384	导师			震惊
1384	{'差', '导师', '中国好声音'}		{'春晚', '吐', '震惊'}
1385	金秀贤			金秀贤
1385	{'crwehat', '4p', '金秀贤'}		{'金秀贤'}
1386	baby			张俪
1386	{'看起来', '换成', 'baby'}		{'王阳明', '在', '张俪'}
1387	心里			我是歌手
1387	{'我是歌手', '今晚', '心里'}		{'我是歌手'}
1388	家			跟着
1388	{'家', '现在', '貌似'}		{'做', '鹿晗', '跟着'}
1389	首日			世界杯
1389	{'31', '巴西', '首日'}		{'世界杯'}
1390	yu			华晨宇
1390	{'零点', 'yu', '华晨宇'}		{'0207', '华晨宇', '生日快乐'}
1391	姑娘			南笙
1391	{'本身', '姑娘', '目前'}		{'哭', '南笙', '不'}
1392	黑			我是歌手
1392	{'周笔畅', '黑', '暗中摸索'}		{'我是歌手'}
1393	百年			百年
1393	{'电视剧', '百年', '特别'}		{'新娘', '百年', '的'}
1394	善待			祝何
1394	{'人以', '微笑', '善待'}		{'老师', '生日快乐', '祝何'}
1395	李小璐			深圳
1395	{'李小璐', '贾乃亮', '妻子'}		{'卫视', '产科', '深圳'}
1396	你家			李代沫
1396	{'你家', '逗', '逼'}		{'李代沫', '请', '向'}
1397	警察			搜寻
1397	{'警察', '立德', '总监'}		{'马航', '370', '搜寻'}
1398	谢帝			老子
1398	{'谢帝', '实力', '最有'}		{'老子', '明天', '不'}
1399	看不懂			黄子韬
1399	{'140312', '看不懂', '后面'}		{'黄子韬'}
1400	在家			tao
1400	{'tao', '在家', '閒著'}		{'tao'}
1401	元宵			帮
1401	{'元宵', '惊讶', '超级'}		{'帮', '徐怀钰', '上'}
1402	叔叔			奶爸
1402	{'多多', '陆毅', '叔叔'}		{'萌娃', '奶爸', '牧场'}
1403	社会			羊水
1403	{'社会', '媒体', '的'}		{'栓塞', '羊水'}
1404	v5			北京
1404	{'新', '中华', 'v5'}		{'北京', '车展'}
1405	时			田雨橙
1405	{'时', '再见', '惹人怜'}		{'0415', '田雨橙', '生日快乐'}
1406	调戏			郑爽
1406	{'少爷', '调戏', '太久'}		{'郑爽', '值得', '是'}
1407	看点			爸爸
1407	{'神奥', '小萌', '看点'}		{'了', '回来', '爸爸'}
1408	一波三折			产妇
1408	{'很多', '一波三折', '相信'}		{'医护', '产妇', '丧命'}
1409	两门			国考
1409	{'428', '分差', '两门'}		{'公布', '成绩', '国考'}
1410	悲剧			马航
1410	{'悲剧', '生死未卜', '239'}		{'马航', '飞机', '失联'}
1411	这种			王乔
1411	{'事情', '道歉', '这种'}		{'给', '王乔', '邓紫棋'}
1412	先来			白举纲
1412	{'一部分', '一张', '先来'}		{'签动', '成都', '白举纲'}
1413	黄子韬			黄子韬
1413	{'更新', '2', '黄子韬'}		{'0502', '生日快乐', '黄子韬'}
1414	没事			exo
1414	{'回', '没事', '加拿大'}		{'吴亦凡', '解约', 'exo'}
1415	614			快乐大本营
1415	{'佑', '614', '编舞'}		{'快乐大本营', '男神季'}
1416	里			广州
1416	{'饭店', '里', '火车站'}		{'踩踏', '地铁', '广州'}
1417	令			巴西
1417	{'令', '大罗', '伤心'}		{'vs', '德国', '巴西'}
1418	刘诗诗			星装
1418	{'吴奇隆', '刘诗诗', 'td'}		{'解析', '星装'}
1419	尊重			张
1419	{'张杰', '尊重', '请'}		{'战', '杰出', '张'}
1420	理智			行星
1420	{'谢谢你们', '理智', '行星'}		{'饭为', '利特', '行星'}
1421	资格			厦门
1421	{'资格', '累', '很'}		{'奇迹', '厦门', '宝宝'}
1422	世界杯			德国
1422	{'世界杯', '来说', '赢得'}		{'vs', '阿根廷', '德国'}
1423	豪			欧豪
1423	{'仔仔', '微信', '豪'}		{'直击', '欧豪', '澳网'}
1424	可爱			三八妇女节
1424	{'最', '可爱', '的'}		{'三八妇女节'}
1425	心理			阿根廷队
1425	{'意志', '心理', '一场'}		{'加油', '阿根廷队'}
1426	学校			萧振
1426	{'窗户', '学校', '的'}		{'萧振', '跳楼', '高中学生'}
1427	脑残粉			小彩旗
1427	{'真', '可怕', '脑残粉'}		{'请', '小彩旗', '向'}
1428	屌丝			上海
1428	{'全是', 'cj', '屌丝'}		{'2014chinajoy', '上海'}
1429	马			马航
1429	{'马', '总理', '时报'}		{'马航', '飞机', '失事'}
1430	下班			黄海波
1430	{'下班', '男人', '有人'}		{'嫖娼', '被', '黄海波'}
1431	熬夜			hws
1431	{'很多', '妹子', '熬夜'}		{'蕾丝', '面膜', 'hws'}
1432	朋友			任重
1432	{'姚笛', '骂', '朋友'}		{'侠', '接盘', '任重'}
1433	洞			朴有天
1433	{'洞', '最爱', '少女'}		{'朴有天'}
1434	某人			杜淳
1434	{'这次', '刷', '某人'}		{'专业户', '杜淳', '伴郎'}
1435	南海			马航
1435	{'时', '南海', '救'}		{'马航', '飞机', '失联'}
1436	事情			晚安
1436	{'事情', '每天', '发生'}		{'晚安'}
1437	孙燕姿			孙燕姿
1437	{'孙燕姿', '4', '年'}		{'孙燕姿'}
1438	尤其			鹿晗
1438	{'激动', '尤其', '进组'}		{'鹿晗'}
1439	元宵			李炜
1439	{'元宵', '团团圆圆', '佳节'}		{'情人节', '我们', '李炜'}
1440	复杂			周笔畅
1440	{'不错', '状态', '复杂'}		{'巴黎', '周笔畅', '时装周'}
1441	中午			马航
1441	{'马', '民航', '中午'}		{'马航', '飞机', '失联'}
1442	影射			点金
1442	{'影射', '不', '比特'}		{'胜手', '点金'}
1443	失事			马航
1443	{'更新', '失事', '人员'}		{'马航', '被', '客机'}
1444	综合			吴世勋
1444	{'名人', '耶嘿', '综合'}		{'吴世勋'}
1445	有种			爱情公寓
1445	{'怅然若失', '有种', '感觉'}		{'爱情公寓', '大结局'}
1446	我家			王乔
1446	{'我家', '第一', '金鱼'}		{'给', '王乔', '邓紫棋'}
1447	激动			杉杉
1447	{'激动', '第六集', '刚刚'}		{'来', '杉杉', '了'}
1448	春晚			李敏镐
1448	{'李敏镐', '春晚', '男神'}		{'李敏镐', '春晚', '上'}
1449	熊			四六级
1449	{'熊', '成绩', '孩子'}		{'四六级', '成绩'}
1450	不能			刘谦
1450	{'不能', '永远', '是不是'}		{'刘谦', 'xyif'}
1451	一点点			那些
1451	{'18', '25', '一点点'}		{'我长', '那些', '年'}
1452	7			朴槿惠
1452	{'2014', '7', '1'}		{'朴槿惠'}
1453	八年			hotelking
1453	{'假', '八年', '兄妹'}		{'hotelking'}
1454	快			我们
1454	{'哭', '快', '话题'}		{'我们', '的', '金泰妍'}
1455	干净			吴亦凡
1455	{'造型', '干净', '的'}		{'吴亦凡'}
1456	尼玛			逆天
1456	{'尼玛', '蛋蛋', '后'}		{'逆天', '后', '00'}
1457	一杯			冰封
1457	{'治', '一杯', '冷开水'}		{'冰封', '活人'}
1458	经常			周杰伦
1458	{'一针见血', '经常', '不痛不痒'}		{'周杰伦'}
1459	官配			贝儿
1459	{'官配', '好萌', 'feynman'}		{'feynman', '贝儿'}
1460	杀青			新娘
1460	{'导演', '倪妮', '杀青'}		{'新娘', '作战', '大'}
1461	电视			中国好声音
1461	{'声音', '电视', '成为'}		{'中国', '好', '中国好声音'}
1462	费曼			有
1462	{'小王子', 'feynman', '费曼'}		{'有', '一种', '父亲'}
1463	梁博			新
1463	{'合照', '大', '梁博'}		{'新', '梁博', '的'}
1464	主持			春晚
1464	{'主持', '大', '这段'}		{'春晚'}
1465	一枚			李敏镐
1465	{'一枚', '仁川', '投'}		{'李敏镐'}
1466	少爷			金玉良缘
1466	{'少爷', '脖子', '当晚'}		{'金玉良缘'}
1467	帅			张智尧
1467	{'师尊', '帅'}		{'古剑奇谭', '张智尧'}
1468	玩			happy818gday
1468	{'滑板', '玩', '机场'}		{'happy818gday'}
1469	煲			吴镇宇
1469	{'粑', '煲', '冬瓜'}		{'吴镇宇'}
1470	搜狐			周一
1470	{'搜狐', 'via', '完整版'}		{'见', '周一'}
1471	言承旭			鲁邦
1471	{'漫画', '言承旭', '人气'}		{'三世', '言承旭', '鲁邦'}
1472	李敏镐			李敏镐
1472	{'李敏镐', '好开心', '大萌'}		{'李敏镐'}
1473	发生			昆明
1473	{'卫视', '发生', '各大'}		{'昆明', '砍', '火车站'}
1474	金浦			少女时代
1474	{'金浦', '140618', '机场'}		{'少女时代'}
1475	马年			春晚
1475	{'马年', '春晚', '宝贝'}		{'春晚'}
1476	最			吴镇宇
1476	{'最', '1', '的'}		{'看', '吴镇宇', '我要'}
1477	克里斯			马航
1477	{'克里斯', '副总裁', '麦克洛'}		{'马航', '失联', '航班'}
1478	巴黎			赵薇
1478	{'巴黎', '提问', '时装周'}		{'巴黎', '赵薇', '时装周'}
1479	2014			南京
1479	{'夏季', '2014', '年'}		{'青奥会', '南京'}
1480	gif			李娜
1480	{'图带', '体育', 'gif'}		{'李娜', '被', '领导'}
1481	完成			冰桶挑战
1481	{'完成', 'mv', '拍'}		{'冰桶挑战', '美拍'}
1482	前			新
1482	{'数月', '前', '是否'}		{'新', '梁博', '的'}
1483	好玩			战
1483	{'好玩', '最', '艾玛'}		{'长沙', '战'}
1484	永恒			宫锁
1484	{'世界', '最', '永恒'}		{'宫锁', '连城'}
1485	大大			中国
1485	{'救救', '习', '大大'}		{'中国', '超级', '男团'}
1486	歌王			金曲
1486	{'萧敬腾', '金曲', '歌王'}		{'金曲', '奖', '25'}
1487	扭曲			随手拍
1487	{'扭曲', '摆出', '的'}		{'随手拍'}
1488	长			那些
1488	{'许淑钰钰淑许', '美图', '长'}		{'我长', '那些', '年'}
1489	说好			exo
1489	{'明明', '明天', '说好'}		{'快乐大本营', 'exo'}
1490	月亮			午间
1490	{'太阳', '拥抱', '月亮'}		{'话题', '午间'}
1491	土豆			点金
1491	{'优酷', '土豆', '16'}		{'胜手', '点金'}
1492	一眼			刘谦
1492	{'一眼', '刘谦扫', '委屈'}		{'刘谦', 'xyif'}
1493	选择			胡夏
1493	{'地老天荒', '选择'}		{'胡夏'}
1494	承诺			且
1494	{'人', '的', '承诺'}		{'行且', '珍惜', '且'}
1495	精致			有
1495	{'好看', '精致', '长得'}		{'有', '一种', '美'}
1496	机师			mh370
1496	{'淘气', '猜', '机师'}		{'mh370', '寻人'}
1497	完整			97
1497	{'完整', '个人', '不好'}		{'南航', '97', '空难'}
1498	电影			女童
1498	{'两部', '韩国', '电影'}		{'下体', '女童', '被'}
1499	美图秀			那些
1499	{'小学', '初中', '美图秀'}		{'我长', '那些', '年'}
1500	来袭			小苹果
1500	{'来袭', '筷子', '兄弟'}		{'小苹果'}
1501	中文			茜
1501	{'歌', 'kaliannakshanyanyilaguapaminggudepanlaguenglishataucinakalianrasamacammanabagitaushalanishatranslatehehebyshahilaamzah', '中文'}		{'拉', '茜'}
1502	晚安			卓文萱
1502	{'萱', '唐禹哲', '晚安'}		{'卓文萱', '0120', '生日快乐'}
1503	mv			sm
1503	{'感觉', 'mv', '第一个'}		{'新', '女团', 'sm'}
1504	一档			茶叶蛋
1504	{'播出', '一档', '近日'}		{'茶叶蛋'}
1505	get			李代沫
1505	{'抓', '吸毒', 'get'}		{'李代沫', '吸毒', '被'}
1506	智商			王思聪体
1506	{'不在乎', '智商', '交朋友'}		{'王思聪体'}
1507	第一季			十万个
1507	{'第一季', '转', '精挑细选'}		{'段', '十万个', '小肉'}
1508	接到			刘德华
1508	{'瘦', '黑', '接到'}		{'刘德华'}
1509	默默地			戚薇
1509	{'默默地', '不好', '黑'}		{'玩坏', '被', '戚薇'}
1510	庚澈			庚澈
1510	{'排', '看见', '庚澈'}		{'庚澈'}
1511	kris			吴亦凡
1511	{'kris', '140815', '凡'}		{'吴亦凡'}
1512	芙			求越
1512	{'越', '芙', '搜'}		{'求越', '发糖', '芙'}
1513	微			神探
1513	{'话题', '某官', '微'}		{'出柜', '神探', '夏洛克'}
1514	女王			新闻
1514	{'6', '女王', '5'}		{'新闻'}
1515	家属			马航
1515	{'一名', '家属', '4'}		{'马航', '失联', '航班'}
1516	直播			来自星星的你
1516	{'看', '直播', '每次'}		{'17', '来自星星的你'}
1517	李易峰			李易峰
1517	{'19', '李易峰', '同学'}		{'李易峰'}
1518	欢乐			临时
1518	{'欢乐', '这种', '爬梯'}		{'临时', '空中', '同居'}
1519	直播			马航
1519	{'卫视', '直播', '全程'}		{'马航', '飞机', '失联'}
1520	够			张翰
1520	{'承受能力', '心里', '够'}		{'张翰', '郑爽'}
1521	时节			娜娜
1521	{'时节', '早已', '一年'}		{'生快', '娜娜'}
1522	历练			帮
1522	{'后会', '沉淀', '历练'}		{'帮', '徐怀钰', '上'}
1523	neinei			尊新闻
1523	{'neinei', '独立', '腾讯'}		{'尊新闻'}
1524	张智尧			bilibili
1524	{'动画', '影视', '张智尧'}		{'动画', 'bilibili'}
1525	报纸			亚洲
1525	{'哪家', '曝光', '报纸'}		{'最丑', '亚洲', '明星'}
1526	没			陆毅
1526	{'看', '爸爸去哪儿', '没'}		{'儿', '陆毅', '小贝'}
1527	净化			花样
1527	{'净化', '首页', '看点'}		{'宋茜', '天使', '花样'}
1528	一波			午间
1528	{'出轨', '一波', '曝'}		{'话题', '午间'}
1529	监测			霍建华
1529	{'监测', '逗', '夫妇'}		{'霍建华'}
1530	米卡			行尸走肉
1530	{'应该', '米卡', '知道'}		{'行尸走肉', '第四季'}
1531	纳吉布			马航
1531	{'总理', '日晚', '纳吉布'}		{'马航', '飞机', '失联'}
1532	作家			冰桶挑战
1532	{'影响', '一生', '作家'}		{'冰桶挑战'}
1533	杜			宋茜
1533	{'蓝胖纸', '杜', '当初'}		{'茧镇奇缘', '宋茜'}
1534	爬山			薯条
1534	{'爬山', 'grace', '曹格'}		{'薯条', '曹格', '爸爸'}
1535	男歌手			林俊杰
1535	{'男歌手', '唱歌', '最佳'}		{'林俊杰', '生日快乐'}
1536	李娜			李娜
1536	{'李娜', '澳网', '日媒'}		{'李娜'}
1537	内存			朴有天
1537	{'内存', '大本营', '不给力'}		{'朴有天'}
1538	这张			朴正洙
1538	{'crmizukinyu', '这张', '图虐'}		{'坚强', '朴正洙', '请'}
1539	留言			鹿晗
1539	{'不是', '留言', '的'}		{'鹿晗', '微博', '单条'}
1540	浙江			爸爸
1540	{'卫视', '第二季', '浙江'}		{'了', '回来', '爸爸'}
1541	全国			马航
1541	{'全国', '两会', '今日'}		{'马航', '飞机', '失联'}
1542	输			快乐大本营
1542	{'不能', '输', '李维嘉'}		{'快乐大本营', '男神季'}
1543	回家			周杰伦
1543	{'回家', '今晚', '杰伦要'}		{'演唱会', '上海', '周杰伦'}
1544	上班			崔雪莉
1544	{'音银', '140704', '上班'}		{'崔雪莉'}
1545	统计			杨幂
1545	{'完全', '统计', '杨大幂'}		{'快乐', '杨幂', '新婚'}
1546	吴镇宇			吴镇宇
1546	{'mv', '拍', '吴镇宇'}		{'美拍', '吴镇宇', '费曼'}
1547	林俊杰			金曲
1547	{'王子', 'jj', '林俊杰'}		{'金曲', '奖', '25'}
1548	影像			马航
1548	{'影像', '最新', '高分辨率'}		{'马航', '飞机', '失联'}
1549	家长			中国式
1549	{'家长', '明明', '孩子'}		{'家长', '中国式'}
1550	盆友			茶叶蛋
1550	{'家', '我会', '盆友'}		{'茶叶蛋'}
1551	榜首			花样
1551	{'榜首', '双榜', '无声无息'}		{'宋茜', '天使', '花样'}
1552	五个			点金胜手
1552	{'横幅', '五个', '字'}		{'点金胜手'}
1553	佟丽娅			思诚
1553	{'陈思诚', '佟丽娅', '新婚'}		{'思诚', '丫丫', '疯爱'}
1554	exo			跃
1554	{'运动会', '偶像', 'exo'}		{'高', '跳跃', '跃'}
1555	导演			依然
1555	{'突然', '导演', '微博'}		{'依然', '体'}
1556	先生			男朋友
1556	{'话题', '先生', 'cs'}		{'镜头', '中', '男朋友'}
1557	林心如			林心如
1557	{'生日', '如萍', '林心如'}		{'林心如', '0127', '生日快乐'}
1558	首尔			林允儿
1558	{'首尔', 'smt', '140815'}		{'林允儿'}
1559	身穿			春晚
1559	{'李敏镐', '欧巴', '身穿'}		{'春晚'}
1560	工作			鹿晗
1560	{'谢谢', '没', '工作'}		{'0420', '鹿晗', '生日快乐'}
1561	发			胡歌
1561	{'已经', '虐死', '发'}		{'去', '抢婚', '胡歌'}
1562	接机			张艺兴
1562	{'视频', '接机', '出来'}		{'张艺兴'}
1563	原创			琼瑶
1563	{'字', '懂', '原创'}		{'举报', '于', '琼瑶'}
1564	边伯贤			边伯贤
1564	{'成都', '140705tlpin', '边伯贤'}		{'边伯贤'}
1565	不在乎			王思聪体
1565	{'不在乎', '钱', '交朋友'}		{'王思聪体'}
1566	巴黎			赵薇
1566	{'巴黎', '爬', '时装周'}		{'巴黎', '赵薇', '时装周'}
1567	萧敬腾			爱奇艺
1567	{'萧敬腾', '之羽泉', 'ss'}		{'爱奇艺', '红包', '让'}
1568	红丝			李小璐
1568	{'红丝', '小海龟', '带会'}		{'放生', '李小璐'}
1569	同桌的你			周杰伦
1569	{'还', '同桌的你', '昨天'}		{'世界', '魔天伦', '周杰伦'}
1570	错			姚笛
1570	{'错', '三', '爱'}		{'有', '错', '姚笛'}
1571	尼坤			尼坤
1571	{'尼坤', '0624', '140624'}		{'尼坤', '0624', '生日快乐'}
1572	打开			汪东城
1572	{'方式', '微博', '打开'}		{'汪东城', '唐禹', '哲出'}
1573	纪亚文			微视
1573	{'纪亚文', '吴映洁', '范世'}		{'就', '微视', '本来'}
1574	所有			马航
1574	{'mh370', '所有', '足以'}		{'马航', '失联', '航班'}
1575	韬			支持
1575	{'黄', '子', '韬'}		{'支持', '黄子韬'}
1576	陈思诚			有
1576	{'男神', '佟丽娅', '陈思诚'}		{'有', '一种', '心动'}
1577	算不上			今日
1577	{'算不上', '嗓音', '英俊'}		{'今日', '主打', '星'}
1578	日本			言承旭
1578	{'言承旭', '台湾', '日本'}		{'言承旭'}
1579	and			2014
1579	{'and', '金秀贤', '张靓颖'}		{'青奥会', '2014', '南京'}
1580	心里			张翰
1580	{'很多', '之后', '心里'}		{'花儿与少年', '张翰'}
1581	邓紫棋			王乔
