行数	预测值			真实值
847	说			花儿与少年
847	{'的', '箱子', '说'}		{'花儿与少年'}
848	gif			爸爸去哪儿
848	{'傻白', 'gif', '动图'}		{'爸爸去哪儿', '第二季'}
849	首页			支持
849	{'精分', '首页', '都'}		{'支持', '黄子韬'}
850	文章			周一
850	{'出轨', '恋上', '文章'}		{'见', '周一'}
851	孙燕姿			孙燕姿
851	{'孙燕姿', '曹晋', '玮'}		{'孙燕姿', '2014', '新专辑'}
852	生命			祈福
852	{'中太多', '生命', '不'}		{'马航', '祈福'}
853	赶着			胡歌
853	{'贴', '微博', '赶着'}		{'胡歌'}
854	歌唱			鹿晗
854	{'慰', '歌唱', '寂寞'}		{'0420', '鹿晗', '生日快乐'}
855	重量级			巴黎
855	{'女星', '时装周', '重量级'}		{'新浪', '巴黎', '时装周'}
856	播放			金希澈
856	{'92', '完整版', '播放'}		{'我们', '金希澈', '结婚'}
857	程立雪			一代
857	{'颜美有', '程立雪', '学识'}		{'一代', '枭雄'}
858	今晚			最美
858	{'今晚', '湖南卫视', '八点'}		{'最美', '剧', '时尚'}
859	传说			暖爸
859	{'集齐', '传说', '五个'}		{'暖爸', '可爱', '黄磊'}
860	吴奇隆			隆诗
860	{'吴奇隆', '刘诗诗', '亲密'}		{'隆诗', '步步惊情'}
861	主要			最美
861	{'出勤率', '主要', '没当'}		{'英语老师', '最美'}
862	还			吴亦凡
862	{'还', '够'}		{'吴亦凡'}
863	可爱			父亲节
863	{'有个', '我家', '可爱'}		{'父亲节'}
864	十大			犀利
864	{'爆笑', '片段', '十大'}		{'仁师', '犀利'}
865	1			需要
865	{'枕着', '小时候', '1'}		{'3', '需要', '浪漫'}
866	男神			38
866	{'重要', '男神', '欧巴'}		{'手机', '38', '淘宝'}
867	韦唯			我是歌手
867	{'唱响', '韦唯', '周笔畅'}		{'我是歌手', '周笔畅'}
868	收视率			急诊
868	{'调查', '收视率', '韩国'}		{'急诊', '男女'}
869	小嵩			快乐大本营
869	{'小嵩', '我家', '永远'}		{'快乐大本营', '男神季'}
870	星妆			赵丽颖
870	{'杉杉', '赵丽颖', '星妆'}		{'赵丽颖'}
871	蜀道难			感觉
871	{'难于上青天', '蜀道难', '感觉'}		{'自己', '感觉', '萌萌哒'}
872	难般			crayonpop
872	{'难般', '话题', '看到'}		{'滚出', 'crayonpop', '娱乐圈'}
873	yif			2014
873	{'yif', '祝', '所有'}		{'2014', '央视春晚', '看'}
874	韩国			高凌风
874	{'明星', '人', '韩国'}		{'高凌风', '去世'}
875	原创			来自星星的你
875	{'漫画', '观看', '原创'}		{'来自星星的你'}
876	no6			小时代
876	{'罗马', '记忆', 'no6'}		{'的', '小时代', '3'}
877	真的			音频
877	{'真的', '哇哇', '的'}		{'怪物', '音频'}
878	是不是			情人节
878	{'很久没', '是不是', '感觉'}		{'情人节', '和', '刘惜'}
879	最			妻子
879	{'爱', '最', '的'}		{'妻子', '的', '秘密'}
880	话题			胡歌
880	{'2010', '呵呵', '话题'}		{'抢婚', '胡歌', '去'}
881	永远			父亲节
881	{'不离', '永远', '不弃'}		{'快乐', '父亲节'}
882	的			前任攻略
882	{'的', '大过年', '以为'}		{'前任攻略'}
883	相拥			方大同
883	{'相拥', '太难', '感动'}		{'方大同', '只能', '我'}
884	言承旭			中国
884	{'言承旭', 'jerry', '佟丽娅'}		{'蓝', '中国', '剧场'}
885	丁一宇			巡夜
885	{'见', '丁一宇', '08'}		{'日志', '巡夜', '人'}
886	妈			陈伟霆
886	{'妈', '哒', '微博'}		{'陈伟霆'}
887	文章			周一
887	{'显得', '文章', '道歉'}		{'见', '周一'}
888	今天上午			六龄童
888	{'今天上午', '著名', '九点'}		{'六龄童', '追悼会'}
889	吴奇隆			qq
889	{'献声', '吴奇隆', 'td'}		{'qq', '音乐', '独家'}
890	马英九			马航
890	{'马英九', '相当', '关注'}		{'马航', '失联', '飞机'}
891	明明			国考
891	{'明明', '傍晚', '昨天'}		{'成绩', '国考', '公布'}
892	三岁			费曼
892	{'三岁', '骄傲', '一定'}		{'feynman', '费曼'}
893	多伦多			马航
893	{'机场', '多伦多', '坠机'}		{'马航', '失联', '飞机'}
894	死伤者			昆明
894	{'名单', '死伤者', '3'}		{'砍', '昆明', '火车站'}
895	至少			仙剑
895	{'还', '拥有', '至少'}		{'十年', '仙剑'}
896	看看			美拍
896	{'拍', '的', '看看'}		{'古剑奇谭', '美拍'}
897	的			宋智孝
897	{'的', '唯一', '女神'}		{'0815', '生日快乐', '宋智孝'}
898	专辑			梁博
898	{'正式', '专辑', '同名'}		{'梁博'}
899	四月			步步惊情
899	{'观剧', '四月', '指南'}		{'霍建华', '宫锁', '步步惊情'}
900	调查			马航
900	{'马航', '调查', '370'}		{'马航', '失联', '飞机'}
901	411			欧豪
901	{'411', '电影', '临时'}		{'同居', '欧豪', '临时'}
902	份			有
902	{'份', '的', '纯真'}		{'一种', '爱情', '有'}
903	图集			李宇春
903	{'细节', '图集', '点大图'}		{'李宇春', '华语', '榜中榜'}
904	吴镇宇			爸爸去哪儿
904	{'看', '吴镇宇', '费曼'}		{'爸爸去哪儿', '2', '吴镇宇'}
905	很多			李敏镐
905	{'很多', 'minoz', '兴奋'}		{'来', '青岛', '李敏镐'}
906	今天			马航
906	{'的', '1730', '今天'}		{'马航', '失联', '飞机'}
907	吃			neinei
907	{'杯子', '吃', '地板'}		{'爸爸', 'neinei', '回来'}
908	笑			追风
908	{'嗨', '的', '笑'}		{'少年', '追风', '鲸'}
909	网友			长沙
909	{'描述', '现场', '网友'}		{'砍', '长沙', '人'}
910	相差			家有萌
910	{'相差', '10', '的'}		{'家有萌', '兄妹'}
911	机上			马航
911	{'机上', '人', '298'}		{'马航', '被', '客机'}
912	不			朝鲜
912	{'mbc', '不', '说'}		{'神枪手', '朝鲜'}
913	sistar			runningman
913	{'宝拉', 'b1a4', 'sistar'}		{'runningman'}
914	只			为
914	{'想', '只', '说'}		{'柯震东', '为', '说'}
915	崔			崔雪莉
915	{'我要', '真理', '崔'}		{'崔雪莉'}
916	传播			官方
916	{'爱', '传播', '始终'}		{'超清', '官方', '无损'}
917	心情			一
917	{'第一', '心情', '好好'}		{'一', '二分之一', '又'}
918	据说			xp
918	{'据说', '微软', '停止'}		{'xp', '服务', '停止'}
919	03			蒋欣
919	{'版', '03', '天龙八部'}		{'0508', '蒋欣', '生日快乐'}
920	侧			徐璐
920	{'侧', '都', '颜控'}		{'徐璐'}
921	1p			与
921	{'1p', '张艺兴', '全世界'}		{'张艺兴', '共贺', '与'}
922	今日			杨幂
922	{'今日', '最美', '新娘'}		{'快乐', '杨幂', '新婚'}
923	不好意思			sm
923	{'支持', '不好意思', '不会'}		{'新', '女团', 'sm'}
924	说实话			我
924	{'说实话', '以为', '老'}		{'偶像', '的', '我'}
925	今日			王力宏
925	{'今日', '寿星', '他用'}		{'王力宏', '生日快乐', '517'}
926	emmawatson			奥斯卡
926	{'emmawatson', '穿', '婶婶'}		{'奥斯卡', 'whowearswhat'}
927	美			马航
927	{'mh370', '记者', '美'}		{'马航', '失事', '飞机'}
928	系列			微
928	{'系列', '第二场', '访谈'}		{'微', '5', '世界杯'}
929	澳			搜寻
929	{'澳', '海事局', '今日'}		{'马航', '370', '搜寻'}
930	后期			分手
930	{'找', '配音', '后期'}		{'大师', '分手', '627'}
931	网友			东交民巷
931	{'妹小鸣鸣', '网友', '大头'}		{'27', '东交民巷', '号'}
932	140727exothelostplanet			最后
932	{'140727exothelostplanet', '长沙', '一巡'}		{'的', '初恋', '最后'}
933	看			张智尧
933	{'预告', '看', '完'}		{'快乐大本营', '张智尧'}
934	真心			前任攻略
934	{'真心', '一票', '变得'}		{'前任攻略'}
935	看到			吴奇隆
935	{'看到', '多人', '关注'}		{'吴奇隆', '刘诗诗', '要'}
936	祝			郑容和
936	{'会弹', '祝', '吉他'}		{'622', '生日快乐', '郑容和'}
937	记者			马航
937	{'家属', '等候', '记者'}		{'马航', '失联', '客机'}
938	马来西亚			马航
938	{'称', '马来西亚', '交通部长'}		{'马航', '失事', '飞机'}
939	呵呵			美女
939	{'年薪', '呵呵', '20w'}		{'美女', '鉴黄师'}
940	恕			震惊
940	{'恕', '寡闻', '上次'}		{'春晚', '吐', '震惊'}
941	台湾			高凌风
941	{'歌手', '著名', '台湾'}		{'高凌风', '去世'}
942	allaboutlove			有
942	{'杀青', '布拉格', 'allaboutlove'}		{'一个', '地方', '有'}
943	乌克兰			马航
943	{'机上', '乌克兰', '295'}		{'马航', '被', '客机'}
944	剧中			你们
944	{'改', '剧中', '不'}		{'包围', '你们', '被'}
945	壮哉			林允儿
945	{'允留个', '大林', '壮哉'}		{'林允儿'}
946	傻帽			第
946	{'傻帽', 'exo', '真逗'}		{'28', '届金', '第'}
947	茶叶蛋			茶叶蛋
947	{'教', '事', '茶叶蛋'}		{'茶叶蛋'}
948	妹			过
948	{'的', '情人节', '妹'}		{'你', '过', '妹'}
949	哭			周笔畅
949	{'都', '看到', '哭'}		{'哭', '了', '周笔畅'}
950	简直			步步惊情
950	{'简直', '惊情', '全新'}		{'步步惊情'}
951	娄艺潇			爱情公寓
951	{'唱歌', '性格', '娄艺潇'}		{'第四季', '爱情公寓'}
952	马来西亚			马航
952	{'呼吁', '相关', '马来西亚'}		{'马航', '失联', '飞机'}
953	我家			国民
953	{'美女', '我家', '考虑一下'}		{'国民', '韩寒', '岳父'}
954	今天			感觉
954	{'天蓝', '的', '今天'}		{'喋喋', '感觉', '今天'}
955	78			女
955	{'岁', '老奶奶', '78'}		{'汉子', '奶奶', '女'}
956	benedictcumberbatch			奥斯卡
956	{'benedictcumberbatch', '黑色', '一身'}		{'奥斯卡'}
957	林俊杰			金曲
957	{'歌手', '林俊杰', '获'}		{'金曲', '奖', '25'}
958	快乐			今日
958	{'精灵', '快乐', '轻轻'}		{'今日', '星', '主打'}
959	2014			腊八节
959	{'马年', '2014', '年'}		{'腊八节'}
960	不介意			李娜
960	{'刷', '一下头', '不介意'}		{'澳网', '冲冠', '李娜'}
961	今天			宋慧乔
961	{'侧颜', '今天', '女神'}		{'宋慧乔'}
962	三			38
962	{'书', '行情', '三'}		{'手机', '38', '淘宝'}
963	想			奶茶妹妹
963	{'强哥', '想', '说'}		{'奶茶妹妹', '恋', '刘强东'}
964	140420			跟着
964	{'可爱', '北京首都机场', '140420'}		{'跟着', '鹿晗', '做'}
965	全国			我
965	{'全国', '后援会', '曹华恩'}		{'姐姐', '是', '我'}
966	好帅			韦唯
966	{'好帅', '北', '大儿子'}		{'韦唯', '儿子'}
967	每晚			晚安
967	{'睡前', '每晚', '的'}		{'晚安'}
968	140611			边伯贤
968	{'苦瓜', '140611', '汁'}		{'边伯贤'}
969	看看			美拍
969	{'拍', '的', '看看'}		{'美拍'}
970	新一期			我们
970	{'早已', '预告片', '新一期'}		{'爱', '我们', '都'}
971	25			焦点
971	{'日', '25', '南京'}		{'直击', '焦点'}
972	马航			马航
972	{'马航', '航班', 'mh370'}		{'马航', '失联', '飞机'}
973	拿出			周一
973	{'手机', '里面', '拿出'}		{'见', '周一'}
974	140123			少女时代
974	{'出席', '140123', '少女时代'}		{'少女时代'}
975	美食			阿
975	{'治愈', '伤痛', '美食'}		{'别哭', 'sa', '阿'}
976	人气			tfboys
976	{'国民', '人气', '组合'}		{'tfboys'}
977	今天			杨幂
977	{'刘恺威', '今天', '杨幂'}		{'结婚', '刘恺威', '杨幂'}
978	淘汰			我是歌手
978	{'我是歌手', '上周', '淘汰'}		{'我是歌手'}
979	邵逸夫			邵逸夫
979	{'先后', '两位', '邵逸夫'}		{'逝世', '邵逸夫'}
980	电影			好
980	{'vip', '朋友', '电影'}		{'朋友', '好', '们'}
981	著			2014
981	{'高', '著', '挺'}		{'男神', '2014', '两岸'}
982	vs			爸爸去哪儿
982	{'爸爸', '回来', 'vs'}		{'爸爸去哪儿', '爸爸', '回来'}
983	二哥			来自星星的你
983	{'教授', '二哥', '对峙'}		{'来自星星的你'}
984	看到			男神顾
984	{'以后', '看到', '话题'}		{'长官', '男神顾'}
985	穆勒			c罗
985	{'穆勒', '不怪', '太'}		{'c罗', '不哭'}
986	半小时			韩版
986	{'半小时', '直播', '戳'}		{'我爱你', '韩版', '命中注定'}
987	最后			刘诗诗
987	{'小时', '1', '最后'}		{'刘诗诗', '步步惊情'}
988	时至今日			周一
988	{'咎由自取', '时至今日', '都'}		{'见', '周一'}
989	九个			郑容和
989	{'成长', '的', '九个'}		{'622', '生日快乐', '郑容和'}
990	渐冻			冰桶
990	{'渐冻', '承泽谢', '属钮'}		{'挑战', '冰桶'}
991	好多			陈思诚
991	{'好多', '结婚', '都'}		{'陈思诚', '结婚', '佟丽娅'}
992	首都机场			航班
992	{'现场', '家属', '首都机场'}		{'航班', '失联', '祈福'}
993	人气			2ne1
993	{'歌谣', '的', '人气'}		{'2ne1'}
994	微博			正版
994	{'正版', '话题', '微博'}		{'正版', '郑爽', '守护'}
995	早上好			暖心
995	{'多米', '早上好', '昨天晚上'}		{'黄多多', '暖心'}
996	首富			王思聪体
996	{'之子', '交朋友', '首富'}		{'王思聪体'}
997	鹿哥			重返
997	{'确认', '鹿哥', '终于'}		{'岁', '重返', '20'}
998	今天			小年
998	{'二十三', '腊月', '今天'}		{'小年'}
999	yeah			后会无期
999	{'我来', 'yeah', '代金券'}		{'后会无期'}
1000	啧啧			亚洲
1000	{'啧啧', '陈奕迅', '排名'}		{'明星', '亚洲', '最丑'}
1001	一巴掌			两只
1001	{'一巴掌', '吵架'}		{'谈恋爱', '蜈蚣', '两只'}
1002	明朗			妻子
1002	{'明朗', '的', '身边'}		{'妻子', '的', '秘密'}
1003	收到			韩庚
1003	{'任务', '收到', '大家'}		{'韩庚'}
1004	冰冰			王菲
1004	{'冰冰', '粉丝', '坐不住'}		{'王菲', '巴黎', '亮相'}
1005	点见			晚安
1005	{'点见', '懂', '4'}		{'晚安'}
1006	都			小彩旗
1006	{'些', '不', '都'}		{'你', '歇会儿', '小彩旗'}
1007	孙燕姿			孙燕姿
1007	{'孙燕姿', '20140427', '广州'}		{'孙燕姿', '广州', '演唱会'}
1008	看看			美拍
1008	{'拍', '的', '看看'}		{'美拍'}
1009	张杰			我是歌手
1009	{'张杰', '的', '今天'}		{'我是歌手'}
1010	一种			一
1010	{'一种', '疯狂', '的'}		{'一', '二分之一', '又'}
1011	说好			红米
1011	{'说好', '售罄', '三分钟'}		{'红米', 'note'}
1012	甜得			张艺兴
1012	{'窝', '一口', '甜得'}		{'张艺兴'}
1013	配好			国民
1013	{'配好', 'kimi', '觉得'}		{'国民', '韩寒', '岳父'}
1014	140727			泫
1014	{'泫', '雅', '140727'}		{'雅', '泫'}
1015	都敏俊			都敏俊
1015	{'救', '都敏俊', '不用'}		{'救', '都敏俊', '我'}
1016	考验			我
1016	{'智商', '的', '考验'}		{'话', '有', '我'}
1017	好久没			东京
1017	{'美味', '看过', '好久没'}		{'鬼', '食尸', '东京'}
1018	由博纳			新娘
1018	{'集团', '影业', '由博纳'}		{'大', '新娘', '作战'}
1019	三年			萧亚轩
1019	{'三年', '的', '前'}		{'劫后余生', '萧亚轩'}
1020	林俊杰			林俊杰
1020	{'林俊杰', '精彩', '带来'}		{'林俊杰', '生日快乐'}
1021	总			马上
1021	{'总', '忧伤', '觉得'}		{'吴亦凡', '马上', '飞来'}
1022	保持			跟着
1022	{'保持', '现在', '初心'}		{'跟着', '鹿晗', '做'}
1023	东方			利特
1023	{'beast', '神起昌珉', '东方'}		{'坚强', '利特', '请'}
1024	别动			坑娃
1024	{'别动', '举手', '外套'}		{'神爹', '坑娃', '吴镇宇'}
1025	李宇春			第
1025	{'李宇春', '恭喜', '获得'}		{'届', '18', '第'}
1026	男主角			不
1026	{'发狂', '亲亲', '男主角'}		{'的', '一样', '不'}
1027	会不会			马航
1027	{'不敢', '多想', '会不会'}		{'马航', '失联', '飞机'}
1028	丫丫			全民
1028	{'丫丫', '善良', '美'}		{'全民', '疯找', '佟丽娅'}
1029	交朋友			王思聪体
1029	{'从来', '交朋友', '不在乎'}		{'王思聪体'}
1030	天龙八部			芒果
1030	{'原来', '乔峰', '天龙八部'}		{'韩栋', '芒果', '台向'}
1031	改编			宁财神
1031	{'龙门', '改编', '后'}		{'宁财神', '吸毒', '被'}
1032	修图			胡歌
1032	{'慢慢', '1p', '修图'}		{'琅琊榜', '胡歌'}
1033	肉肉			抓住
1033	{'妹子', '的', '肉肉'}		{'的', '抓住', '彩虹'}
1034	这段话			周迅
1034	{'经典', '太', '这段话'}		{'大婚', '周迅'}
1035	高能			易烊千玺
1035	{'片段', '太', '高能'}		{'易烊千玺'}
1036	李娜			李娜
1036	{'今天', '淘汰', '李娜'}		{'澳网', '冲冠', '李娜'}
1037	八点			我是歌手
1037	{'前', '八点', '回家'}		{'我是歌手'}
1038	今日			大
1038	{'今日', '时', '16'}		{'生女', '大', 's'}
1039	有个			国民
1039	{'真好', '有个', '哥哥'}		{'国民', '好', '哥哥'}
1040	考拉			十万个
1040	{'考拉', '每天', '小时'}		{'小肉', '段', '十万个'}
1041	绯闻			让
1041	{'始源', '拍拍', '绯闻'}		{'让', '前任攻略', '排片'}
1042	利特			利特
1042	{'实时', 'naver', '利特'}		{'坚强', '利特', '请'}
1043	去年			崔雪莉
1043	{'收到', '攻击', '去年'}		{'崔雪莉'}
1044	制作			doctor
1044	{'topstarnews', '发布会', '制作'}		{'异乡人', 'doctor'}
1045	hey			李代沫
1045	{'想吸', '真的', 'hey'}		{'吸毒', '被', '李代沫'}
1046	在线			郑秀晶
1046	{'在线', '0703mcd', '视频'}		{'大发', '郑秀晶', '回归'}
1047	1999			互联网
1047	{'互联网', '年', '1999'}		{'互联网', '二十年'}
1048	看看			美拍
1048	{'拍', '的', '看看'}		{'美拍'}
1049	都			女
1049	{'钱', '养家糊口', '都'}		{'卧底', '记者', '女'}
1050	分享			韩版
1050	{'自优酷', '分享', '韩版'}		{'我爱你', '韩版', '命中注定'}
1051	许晴			花儿与少年
1051	{'许晴', '随行', '笔记'}		{'花儿与少年'}
1052	昨天			祈福
1052	{'载', '239', '昨天'}		{'马航', '祈福'}
1053	李宇春			1987
1053	{'做客', '李宇春', '昨晚'}		{'1987', '不知', '我'}
1054	卫视			产科
1054	{'卫视', '明晚', '东方'}		{'男医生', '产科'}
1055	手机			我
1055	{'手机', '里', '渣图'}		{'叫', '我', '今年'}
1056	父亲			感恩
1056	{'宽厚', '父亲', '的'}		{'感恩', '父亲节'}
1057	最			金曲奖
1057	{'最', '的', '好看'}		{'金曲奖'}
1058	140628exo			最
1058	{'140628exo', '重庆', '最'}		{'珍贵', '最', '的'}
1059	整理			世界杯
1059	{'国际金融', '整理', '偷'}		{'世界杯'}
1060	正			琼瑶
1060	{'抄', '琼瑶', '正'}		{'举报', '于', '琼瑶'}
1061	我本			小彩旗
1061	{'还', '我本', '想'}		{'向', '小彩旗', '请'}
1062	一句			我是歌手
1062	{'一句', '证明', '话'}		{'我是歌手'}
1063	群星			马航
1063	{'中国', '群星', '娱乐'}		{'马航', '失事', '飞机'}
1064	第一集			舌尖上的中国
1064	{'第一集', '视频', '脚步'}		{'舌尖上的中国'}
1065	今天			邵逸夫
1065	{'看到', '今天', '邵逸夫'}		{'逝世', '邵逸夫'}
1066	2014619			钟汉良
1066	{'2014619', '岛歌', '后会无期'}		{'钟汉良'}
1067	上映			后会无期
1067	{'看过', '第一天', '上映'}		{'后会无期'}
1068	的			阻止
1068	{'的', '看', 'facebook'}		{'来', '阻止', '杜汶泽'}
1069	没有			前任攻略
1069	{'没有', '大道理', '教条'}		{'前任攻略'}
1070	本场			微
1070	{'本场', '前', '比赛'}		{'微', '5', '世界杯'}
1071	一眼			追风
1071	{'一眼', '看', '去'}		{'少年', '追风', '鲸'}
1072	阿当			冰桶挑战
1072	{'阿当', 'xdd', '应战'}		{'冰桶挑战'}
1073	贴			我是歌手
1073	{'一堆', '贴', '微博'}		{'我是歌手', '张杰'}
1074	腊八粥			腊八节
1074	{'腊八粥', '吃', '的'}		{'腊八节'}
1075	不负众望			前任攻略
1075	{'好片', '不得不', '不负众望'}		{'前任攻略'}
1076	140129			鹿晗
1076	{'140129', '墨镜', '来自'}		{'鹿晗'}
1077	衣服			祈福
1077	{'衣服', '新疆', '暴徒'}		{'祈福', '昆明'}
1078	算算			快乐大本营
1078	{'的', '算算', '没来'}		{'快乐大本营', '季', '女神'}
1079	没有			北京
1079	{'迟疑', '没有', '观望'}		{'爱情故事', '北京'}
1080	听到			东莞
1080	{'听到', '汶川', '挺住'}		{'东莞', '挺住'}
1081	众多			冰桶挑战
1081	{'众多', '响应', '名人'}		{'冰桶挑战'}
1082	140319			李钟硕
1082	{'仁川', '140319', '出国'}		{'李钟硕'}
1083	利特			行星
1083	{'exo', '利特', '哥是'}		{'利特', '饭为', '行星'}
1084	杯子			昆明
1084	{'杯子', '的', '倒影'}		{'暴力事件', '昆明'}
1085	看			来自
1085	{'直播', '看', '时'}		{'风平浪静', '的', '来自'}
1086	还			金泰妍
1086	{'太阳', '还', '亮'}		{'爱', '金泰妍', '我们'}
1087	m			鹿晗
1087	{'m', '鹿', '鹿晗'}		{'鹿晗'}
1088	每次			cindy
1088	{'看', '每次', '都'}		{'我们', '好想你', 'cindy'}
1089	qq			我是歌手
1089	{'qq', '音乐', '独家'}		{'我是歌手'}
1090	努力			张艺兴
1090	{'努力', '再', 'x'}		{'张艺兴'}
1091	秀智			runningman
1091	{'秀智', 'runningman', '单独'}		{'runningman'}
1092	有人			中国
1092	{'最强大脑', '有人', '问'}		{'雨人', '中国', '最强大脑'}
1093	140621cnbluecantstopliveinbusan			郑容和
1093	{'140621cnbluecantstopliveinbusan', '1500px', '郑容和'}		{'622', '生日快乐', '郑容和'}
1094	日本			言承旭
1094	{'夯', '人气', '日本'}		{'言承旭', '鲁邦', '三世'}
1095	怪			田雨橙
1095	{'怪', '来祝森', '阿姨'}		{'0415', '生日快乐', '田雨橙'}
1096	轻轻			王菲
1096	{'迷醉', '轻轻', '一笑'}		{'王菲', '生日快乐'}
1097	生日			裴勇俊
1097	{'社长', '收到', '生日'}		{'金秀贤', '裴勇俊'}
1098	激萌			贝儿
1098	{'寻宝', '的', '激萌'}		{'贝儿', 'feynman'}
1099	默默			小彩旗
1099	{'默默', '的', '旋转'}		{'小彩旗'}
1100	2014			深圳
1100	{'2014', '湖南卫视', '逗乐'}		{'合租', '深圳', '记'}
1101	泰国			马航
1101	{'10', '泰国', '警方'}		{'马航', '失联', '飞机'}
1102	中午			王诗龄
1102	{'团子', '中午', '君为'}		{'王诗龄'}
1103	201061			尼坤
1103	{'201061', '四年', '201443'}		{'tiffany', '恋爱', '尼坤'}
1104	12			伯贤快
1104	{'12', '的', '年'}		{'本', '伯贤快', '畅饮'}
1105	最近			tfboys
1105	{'很多', '似乎', '最近'}		{'tfboys', '之约', '十年'}
1106	703mcd			宋茜
1106	{'新闻', '703mcd', '第一张'}		{'宋茜', '危险', '信号'}
1107	别带			王乔
1107	{'别带', '有色眼镜', '问题'}		{'邓紫棋', '给', '王乔'}
1108	来自星星的你			来自星星的你
1108	{'来自星星的你', '10', '直播'}		{'来自星星的你'}
1109	第一集			朴炯植
1109	{'截图', '直播', '第一集'}		{'家族', '之间', '朴炯植'}
1110	爱			爸爸
1110	{'爱', '眼神', '爸爸'}		{'了', '爸爸', '回来'}
1111	承认			柯震东
1111	{'的', '承认', '终于'}		{'柯震东', '你', '不是'}
1112	看陆毅			爸爸去哪儿
1112	{'一家', '三口', '看陆毅'}		{'爸爸去哪儿'}
1113	事情			819
1113	{'事情', '无力', '地步'}		{'819', '柯震东', '出道'}
1114	这会			杨幂
1114	{'这会', '女人', '一生'}		{'快乐', '杨幂', '新婚'}
1115	送得			戏说
1115	{'的', '送得', '一手'}		{'琅', '琊', '戏说'}
1116	劫机			马航
1116	{'劫机', '太逗', '飞机'}		{'马航', '失事', '飞机'}
1117	高画质			315
1117	{'画幅', '高画质', '全'}		{'晚会', '315'}
1118	说			王乔
1118	{'gem', '经验', '说'}		{'邓紫棋', '给', '王乔'}
1119	美国			马航
1119	{'abc', '美国', '澳大利亚'}		{'马航', '失联', '飞机'}
1120	黑黑			张
1120	{'猜', '早就', '黑黑'}		{'战', '张', '杰出'}
1121	每个			中饭
1121	{'举着', '每个', '人'}		{'金泰妍', '中饭', '力挺'}
1122	kimi			林志颖
1122	{'kimi', '好好', '不会'}		{'林志颖', 'kimi', '陪'}
1123	好球			朱广沪
1123	{'噢', '朱广沪', '好球'}		{'滚', '朱广沪', '出'}
1124	李代沫			李代沫
1124	{'出租房', '李代沫', '聚众'}		{'吸毒', '被', '李代沫'}
1125	千言万语			加油
1125	{'一句', '千言万语', '都'}		{'吴亦凡', '加油'}
1126	迪士尼			冰雪
1126	{'冰雪', '迪士尼', '电影'}		{'冰雪', '奇缘'}
1127	一种			田雨橙
1127	{'一种', '瞬间', '叫暖入'}		{'0415', '生日快乐', '田雨橙'}
1128	feynman			贝儿
1128	{'oh', 'feynmanfeynmanfeynmanohfeynman', 'feynman'}		{'贝儿', 'feynman'}
1129	曾经			周杰伦
1129	{'的', '双', '曾经'}		{'在', '周杰伦', '蔡依林'}
1130	突袭			少女时代
1130	{'今日', 'cb', '突袭'}		{'少女时代'}
1131	保时捷			春晚
1131	{'系列', '保时捷', 'p9223'}		{'春晚'}
1132	赵薇			赵薇
1132	{'赵薇', '女王', '生日快乐'}		{'赵薇', '生日快乐', '312'}
1133	今天			子韬乐游
1133	{'涂涂', '录制', '今天'}		{'子韬乐游', '大本营'}
1134	看看			美拍
1134	{'拍', 'mv', '看看'}		{'美拍'}
1135	看			爸爸去哪儿
1135	{'别人', '的', '看'}		{'爸爸去哪儿'}
1136	鸡毛蒜皮			有
1136	{'执导', '徐静蕾', '鸡毛蒜皮'}		{'一个', '地方', '有'}
1137	大桶			琼瑶
1137	{'大桶', '以为', '番茄'}		{'举报', '于', '琼瑶'}
1138	小马			太平
1138	{'小马', '出品', '奔腾'}		{'轮', '太平'}
1139	140703			中国
1139	{'习', '140703', '大大'}		{'中国', '男团', '超级'}
1140	马航			马航
1140	{'马航', '失联后', '飞机'}		{'马航', '失联', '飞机'}
1141	汪东城			汪东城
1141	{'微博史', '简直', '汪东城'}		{'娱乐圈', '滚回', '汪东城'}
1142	英国			马航
1142	{'英国', '公司', '卫星'}		{'马航', '失联', '飞机'}
1143	明白			请
1143	{'的', '人', '明白'}		{'对', '谢娜', '请'}
1144	最丑			亚洲
1144	{'陈冠希', '始终认为', '最丑'}		{'明星', '亚洲', '最丑'}
1145	攒			钟汉良
1145	{'求小', '攒', 'rp'}		{'钟汉良'}
1146	仲春			米歇尔
1146	{'的', '时节', '仲春'}		{'米歇尔', '访华'}
1147	热			黄子韬
1147	{'搜', '综合', '热'}		{'黄子韬'}
1148	重庆大学			千万别
1148	{'重庆大学', '帅哥美女', '太'}		{'千万别', '我们', '报'}
1149	youtube			冰桶挑战
1149	{'上面', 'youtube', '冰桶挑战'}		{'冰桶挑战'}
1150	搜狐			唐嫣
1150	{'搜狐', '唐嫣', '娱乐'}		{'唐嫣'}
1151	真的			心疼
1151	{'之前', '搞笑', '真的'}		{'黄多多', '心疼'}
1152	袁姗姗			袁姗姗
1152	{'看', '袁姗姗', '完'}		{'泡水', '裸身', '袁姗姗'}
1153	电脑			xp
1153	{'电脑', '我家', '已经'}		{'xp', '服务', '停止'}
1154	杨幂			杨幂
1154	{'大婚', '巴厘岛', '杨幂'}		{'快乐', '杨幂', '新婚'}
1155	广州			吴亦凡
1155	{'机场', '140129', '广州'}		{'吴亦凡'}
1156	现在			金秀贤
1156	{'左手', '现在', '觉得'}		{'金秀贤'}
1157	昆明市			昆明
