行数	预测值			真实值
1169	天堂			东莞
1169	{'天堂', '东莞', '报道'}		{'挺住', '东莞'}
1170	强多			好脾气
1170	{'033', '强多', '不怎么'}		{'好脾气', '袁姗姗'}
1171	林宥嘉			林宥嘉
1171	{'八辈子', '林宥嘉', '霉'}		{'林宥嘉', '我们', '守护'}
1172	10pcr			来自星星的你
1172	{'第十二', '多图', '10pcr'}		{'来自星星的你'}
1173	战力			张力尹
1173	{'战果', '战力', '尹'}		{'张力尹', 'breath', '呼吸'}
1174	重睑			李云迪
1174	{'重睑', '切开', '眼皮'}		{'李云迪', '被', '黑'}
1175	喝一杯			mh370
1175	{'喝一杯', '抽空', '地用'}		{'mh370', '寻人'}
1176	流行乐			历史
1176	{'周杰伦', '亚洲', '流行乐'}		{'上', '的', '历史'}
1177	吃			茶叶蛋
1177	{'纠结', '蛋壳', '吃'}		{'茶叶蛋'}
1178	木桶			世界杯
1178	{'木桶', '竞技场', '晨曦'}		{'来', '世界杯', '了'}
1179	耳光			南京
1179	{'车保帅', '耳光', '明显'}		{'南京', '护士', '被'}
1180	哪些地方			变形
1180	{'畅所欲言', '触动', '哪些地方'}		{'计', '变形'}
1181	新闻台			全智贤
1181	{'女神', '东广', '新闻台'}		{'粉丝', '见面会', '全智贤'}
1182	睡			春晚
1182	{'感受', '春晚', '睡'}		{'春晚'}
1183	纸			金俊秀
1183	{'手倒立', '愿望', '纸'}		{'春季', '2014', '金俊秀'}
1184	追			王思聪体
1184	{'不在乎', '追', '交朋友'}		{'王思聪体'}
1185	一步			王源
1185	{'一步', '疼得', '咬咬牙'}		{'王源'}
1186	守候			朴正洙
1186	{'记住', '守候', '我会'}		{'坚强', '请', '朴正洙'}
1187	ttttttt			黄子韬
1187	{'随手', '揉', 'ttttttt'}		{'黄子韬', '你', '陪'}
1188	海天			海天
1188	{'海天', '冠名', '酱油'}		{'海天', '盛筵'}
1189	探			冯绍峰
1189	{'太假', '班', '探'}		{'分手', '倪妮', '冯绍峰'}
1190	萌娇			全民
1190	{'萌娇', '比卖', '俏'}		{'全民', '佟丽娅', '疯找'}
1191	外媒			马航
1191	{'悲痛', '证据', '外媒'}		{'马航', '失事', '飞机'}
1192	大盗			盗马记
1192	{'刘碧丽则', '警探', '大盗'}		{'盗马记'}
1193	恐怖袭击			曼顿
1193	{'爱好和平', '美帝', '恐怖袭击'}		{'曼顿', '爆炸'}
1194	实景拍摄			古剑奇谭
1194	{'黄山', '练溪', '实景拍摄'}		{'古剑奇谭'}
1195	housewarming			朴有天
1195	{'140613', 'housewarming', 'fm'}		{'朴有天'}
1196	烂人烂			阻止
1196	{'烂人烂', '瞎掰', '政坛'}		{'杜汶泽', '来', '阻止'}
1197	电话			马航
1197	{'仔细听', '电话', '我求'}		{'失联', '马航', '飞机'}
1198	悲观			祈福
1198	{'闻此', '悲观', '越长'}		{'爱心', '祈福', '马航'}
1199	大长			胡歌
1199	{'集体照', '大长', '腿'}		{'胡歌', '琅琊榜'}
1200	鬼			鬼魂
1200	{'弹弓', '鬼', '妈照'}		{'鬼魂', '探测器'}
1201	帆帆			吴亦凡
1201	{'crmargarettse', '凡', '帆帆'}		{'吴亦凡'}
1202	吃火锅			鹿晗
1202	{'吃火锅', '捞', '太'}		{'鹿晗', '张艺兴'}
1203	奥莉			威廉
1203	{'流弊', '俯卧撑', '奥莉'}		{'弟弟', '威廉', '爸爸'}
1204	夏天			一
1204	{'李廷镇', '23', '夏天'}		{'一', '二分之一', '又'}
1205	德宇书			我
1205	{'演出成功', '德宇书', '尖尖'}		{'偶像', '我', '和'}
1206	乌克兰			马航
1206	{'攻击机', '客机', '乌克兰'}		{'被', '马航', 'mh17'}
1207	交警			湖南卫视
1207	{'交警', '蜀黍', '开罚单'}		{'春晚', '湖南卫视'}
1208	坚持下去			晚安
1208	{'坚持下去', '决定', '一周'}		{'晚安'}
1209	萌娃			爸爸去哪儿
1209	{'套', '齐全', '萌娃'}		{'爸爸去哪儿'}
1210	这神			爸爸去哪儿
1210	{'逻辑', '这神', '膝盖'}		{'爸爸去哪儿'}
1211	男方			郑爽
1211	{'男方', '发布会', '说'}		{'宣布', '郑爽', '和'}
1212	兴莞			东莞
1212	{'春梦', '东莞', '兴莞'}		{'挺住', '东莞'}
1213	慢点			巴黎
1213	{'余', '围堵', '慢点'}		{'新浪', '巴黎', '时装周'}
1214	美			全民
1214	{'美美', '美'}		{'全民', '佟丽娅', '疯找'}
1215	依靠			利特
1215	{'elf', '队长', '依靠'}		{'利特', '请', '坚强'}
1216	全网			吸血鬼
1216	{'全网', '激吻', '始祖'}		{'吸血鬼', '日记'}
1217	弄个			爸爸
1217	{'走失', '弄个', '雷到'}		{'回来', '了', '爸爸'}
1218	实现			黄子韬
1218	{'领域', 'vvhl', '实现'}		{'黄子韬'}
1219	檬			张檬
1219	{'檬', '中张', '方如沁'}		{'萌萌哒', '古装', '张檬'}
1220	爱上你			费曼
1220	{'爱上你', '看到', 'feynman'}		{'费曼', 'feynman'}
1221	追求			文章
1221	{'热烈鼓掌', '欢送会', '追求'}		{'姚笛', '文章'}
1222	同一个			sm
1222	{'不是', '同一个', '人'}		{'sm', '女团', '新'}
1223	南			马航
1223	{'南', '悲切', '印度洋'}		{'失联', '马航', '飞机'}
1224	昆明			昆明
1224	{'紧紧抓住', '最低点', '昆明'}		{'暴力事件', '昆明'}
1225	tns			来自星星的你
1225	{'tns', '22709', '28321'}		{'来自星星的你'}
1226	5			doctor
1226	{'周三', '每周', '5'}		{'doctor', '异乡人'}
1227	长得			孟非
1227	{'长得', '优良', '孟大爷'}		{'女儿', '孟非'}
1228	一员			帮凯丽
1228	{'劲儿', '一员', '百万'}		{'粉丝', '帮凯丽', '老师'}
1229	留白			爱情公寓
1229	{'正义', '正片', '留白'}		{'4', '爱情公寓', '不说'}
1230	而眠			来自星星的你
1230	{'如影', '爱自能', '而眠'}		{'来自星星的你'}
1231	萌小基			百年
1231	{'江洲', '没变', '萌小基'}		{'新娘', '的', '百年'}
1232	总是			鹿晗
1232	{'总是', '傻好', '谢谢'}		{'鹿晗'}
1233	陆恩祈			蔡琳
1233	{'柏拉图', '爱琴海', '陆恩祈'}		{'高梓淇', '公开', '蔡琳'}
1234	第一发			神马
1234	{'狼崽们', '联唱', '第一发'}		{'年夜饭', '神马'}
1235	爸爸			爸爸去哪儿
1235	{'内心独白', '说出', '爸爸'}		{'爸爸去哪儿'}
1236	总算			晒
1236	{'久', '辣', '总算'}		{'晒', '录取', '通知书'}
1237	巨人			家有萌
1237	{'小不点', '巨人', '食量'}		{'家有萌', '兄妹'}
1238	一集			来自星星的你
1238	{'一集', '一定', '错过'}		{'来自星星的你'}
1239	关闭			马航
1239	{'系统', '关闭', '灾难性'}		{'失联', '马航', '飞机'}
1240	爸爸			美女
1240	{'嫁给', '亲情', '爸爸'}		{'学霸', '美女', '黄雨桐'}
1241	墨迹			阻止
1241	{'别人', '拿点', '墨迹'}		{'杜汶泽', '来', '阻止'}
1242	爸爸妈妈			前任攻略
1242	{'喔', '爸爸妈妈', '津津有味'}		{'前任攻略'}
1243	截个			张力尹
1243	{'纪念', '太棒了', '截个'}		{'张力尹', 'breath', '呼吸'}
1244	医暴			南京
1244	{'温建', '所谓', '医暴'}		{'南京', '护士', '被'}
1245	ohbabyi			泰版
1245	{'泰版', 'ohbabyi', 'ost'}		{'泰版', '浪漫满屋'}
1246	看微博			祈福
1246	{'看微博', '一大早', '突发事件'}		{'祈福', '昆明'}
1247	导师			中国好声音
1247	{'抢人', '未获', '导师'}		{'中国好声音'}
1248	butterfly			金在
1248	{'butterfly', '天呐', '动图'}		{'金在', '中'}
1249	菲菲			抄
1249	{'冲进', '灭', '菲菲'}		{'家伙', '灭诺澜', '抄'}
1250	家族			刘亦菲
1250	{'家族', '破表', '颜值'}		{'家族', '刘亦菲', '照'}
1251	澳方			马航
1251	{'珀斯', '行动', '澳方'}		{'马航', '失事', '飞机'}
1252	宫			金玉良缘
1252	{'宫', '搞笑', '超过'}		{'金玉良缘'}
1253	有天			朴有天
1253	{'有天', '长沙', '米饭'}		{'朴有天', '快乐大本营'}
1254	无耻			茶叶蛋
1254	{'独立', '无耻', '台湾人'}		{'茶叶蛋'}
1255	空玄			马航
1255	{'很小', '推测', '空玄'}		{'穿越时空', '马航'}
1256	大陆			茶叶蛋
1256	{'讽刺', '大陆', '没安门'}		{'茶叶蛋'}
1257	霍建华			霍建华
1257	{'人人', '霍建华', '网'}		{'霍建华'}
1258	louisvuitton2014			时装
1258	{'louisvuitton2014', '豪裙', '金甲色'}		{'时装', '宫', '心计'}
1259	长款			巴黎
1259	{'长款', '米黄色', 'vivianwestwood2014'}		{'新浪', '巴黎', '时装周'}
1260	池海秀			没关系
1260	{'追车', '池海秀', '烈'}		{'没关系', '是', '爱情'}
1261	托尼			马航
1261	{'等同于', '托尼', '午宴'}		{'马航', '失事', '飞机'}
1262	歹徒			昆明
1262	{'火车站', '歹徒', '现场'}		{'火车站', '砍', '昆明'}
1263	拥有			明星
1263	{'能力', '张翰范世琦', '拥有'}		{'汇', 'app', '明星'}
1264	电杂			崔始源
1264	{'主题', 'yowv', '电杂'}		{'0407', '崔始源', '生日快乐'}
1265	爸爸去哪儿			爸爸去哪儿
1265	{'之夜', '爸爸去哪儿', '爸爸'}		{'爸爸去哪儿'}
1266	花花			华晨宇
1266	{'翻牌', '花花', '日到'}		{'华晨宇', '生日快乐', '0207'}
1267	玩			170
1267	{'手机', '一天到晚', '玩'}		{'手机号', '170'}
1268	300			步步惊情
1268	{'爆美', '辣', '300'}		{'步步惊情'}
1269	回忆			1987
1269	{'radio1987', '回忆', '两行'}		{'1987', '不知', '我'}
1270	凶			feynman
1270	{'凶', '颜之推', '严厉'}		{'feynman'}
1271	权宁			朴槿惠
1271	{'权宁', '中亚', '世大爱'}		{'朴槿惠'}
1272	网校			2014
1272	{'问题', '网校', '华图'}		{'成绩', '国考', '2014'}
1273	到达			马航
1273	{'虹桥机场', '到达', '真真切切'}		{'失联', '马航', '飞机'}
1274	鹿晗			重返
1274	{'鹿晗', 'luhanbarachillesheel', '继都'}		{'20', '重返', '岁'}
1275	漂亮			袁姗姗
1275	{'人身攻击', '演员', '漂亮'}		{'泡水', '裸身', '袁姗姗'}
1276	认可			星座
1276	{'认可', '评价', '选择'}		{'星座', '小时代'}
1277	记数			最强大脑
1277	{'弹钢琴', '记数', '女特工'}		{'最强大脑'}
1278	回韩			李敏镐
1278	{'来源', 'newsen', '回韩'}		{'李敏镐', '图片'}
1279	岁			那些
1279	{'岁', '脑门', '锃光瓦亮'}		{'我长', '年', '那些'}
1280	尔康			放过
1280	{'山无陵', '尔康', '合乃'}		{'李佳航', '放过'}
1281	抽			鹿晗
1281	{'过加', '抽', '有亲'}		{'0420', '鹿晗', '生日快乐'}
1282	尹雪艳			带个
1282	{'打劫', '存货', '尹雪艳'}		{'回家', '胡歌', '带个'}
1283	艺术照			后会无期
1283	{'艺术照', '元川港', '南充'}		{'后会无期', '小时代', '3'}
1284	来玩个			白色
1284	{'相加', '来玩个', '手机号码'}		{'情人节', '白色'}
1285	不少			封神
1285	{'不少', '简远', '网游'}		{'英雄榜', '封神'}
1286	满口答应			金曲
1286	{'新闻标题', '满口答应', 'sayyes'}		{'歌王', '林俊杰', '金曲'}
1287	方言			老子
1287	{'方言', '小伙', '说唱'}		{'明天', '不', '老子'}
1288	菲律宾			支持
1288	{'陈坤', '不去', '菲律宾'}		{'陈坤', '支持'}
1289	扎堆			爱情公寓
1289	{'来往', '扎堆', '加入'}		{'4', '爱情公寓'}
1290	杉杉			杉杉
1290	{'赵丽颖亲', '杉杉', '收走'}		{'来', '杉杉', '了'}
1291	火			胡萝卜
1291	{'补课', '火', '萌么'}		{'精', '胡萝卜'}
1292	曾小贤			抄
1292	{'曾小贤', '吵吵闹闹', '已经'}		{'家伙', '灭诺澜', '抄'}
1293	亲刷			爸爸
1293	{'何以堪', '翻版', '亲刷'}		{'回来', '了', '爸爸'}
1294	阿姨			李敏镐
1294	{'点点头', '阿姨', '男朋友'}		{'李敏镐'}
1295	计画			roommate
1295	{'计画', '酸溜溜', '当我'}		{'roommate'}
1296	不良情绪			梁静茹
1296	{'不良情绪', '人云亦云', 'care'}		{'躺', '梁静茹', '枪'}
1297	天津			鹿晗
1297	{'煎饼果子', 'm', '天津'}		{'20', '重返', '鹿晗'}
1298	苗族			舌尖上的中国
1298	{'苗族', '石斑鱼', '潮儿'}		{'舌尖上的中国', '第二季'}
1299	黄多多			谢娜
1299	{'妈', '黄多多', '谢娜'}		{'黄多多', '谢娜', '给'}
1300	踏过			王乔
1300	{'踏过', '恶势力', '四字'}		{'王乔', '给', '邓紫棋'}
1301	俞灏明			广场
1301	{'人爱过', '率领', '俞灏明'}		{'舞', '师兄', '广场'}
1302	努力			张艺兴
1302	{'努力', '焦距', '美桑桑桑尼'}		{'张艺兴'}
1303	梦里			来自星星的你
1303	{'留在', '水木', '梦里'}		{'来自星星的你'}
1304	运动会			鹿晗
1304	{'运动会', '夫妇', '好消息'}		{'0420', '鹿晗', '生日快乐'}
1305	全			优酷
1305	{'独家', '全', '我锁'}		{'优酷', '娱乐', '全'}
1306	梅艳芳			我是歌手
1306	{'翻唱', '梅艳芳', '伤逝'}		{'我是歌手'}
1307	行星			exo
1307	{'大概', '行星', '那天'}		{'exo'}
1308	之于			钟汉良
1308	{'良民', '之于', '估计不足'}		{'钟汉良'}
1309	上班族			中国
1309	{'懒', '上班族', '说唱'}		{'好', '歌曲', '中国'}
1310	杭州			杭州
1310	{'保有量', '杭州', '行政区域'}		{'杭州', '限牌'}
1311	不输给			花儿与少年
1311	{'笑容', '暴风雨', '不输给'}		{'花儿与少年'}
1312	大结局			叛逃
1312	{'叛逃', '大结局', '最终'}		{'叛逃'}
1313	求			放过
1313	{'四男', '求', '四女'}		{'李佳航', '放过'}
1314	康俊说			最佳
1314	{'空调', '康俊说', '灿烈'}		{'最佳', '朴灿烈', '室友'}
1315	悲不喜			国考
1315	{'免费视频', '悲不喜', '形影不离'}		{'成绩', '国考', '公布'}
1316	厚德载物			时尚
1316	{'专题报道', '厚德载物', '书法'}		{'时尚', '热点'}
1317	油画			朴有天
1317	{'留言板', '油画', '填满'}		{'朴有天', '见面会', '广州'}
1318	狗皮			求古剑
1318	{'越苏', '247', '狗皮'}		{'专场', '求古剑'}
1319	精良			为
1319	{'菜', '精良', '食材'}		{'前任攻略', '为', '点个'}
1320	距离			刘诗诗
1320	{'距离', '首播', '三个'}		{'步步惊情', '刘诗诗'}
1321	这茬			来自星星的你
1321	{'赞太丧', '这茬', '接电话'}		{'来自星星的你'}
1322	害怕			花儿与少年
1322	{'害怕', '画晨宇', '改变'}		{'花儿与少年'}
1323	逝去			马航
1323	{'逝去', '默哀', 'via'}		{'空难', '马航'}
1324	右下角			最强
1324	{'右下角', '两亿', '瞥'}		{'天团', '最强'}
1325	冖			爸爸去哪儿
1325	{'五十五', '冖', 'eieio'}		{'吴镇宇', '费曼', '爸爸去哪儿'}
1326	深处			我们
1326	{'深处', '杨阳洋', '呆'}		{'爱', '都', '我们'}
1327	我大			长沙
1327	{'长沙', '我大', '朋友圈'}		{'长沙', '伍家岭', '砍'}
1328	我少			王思聪体
1328	{'我少', '头发', '交朋友'}		{'王思聪体'}
1329	兴起			冯绍峰
1329	{'兴起', '冯叔', '留念'}		{'删微博', '冯绍峰'}
1330	可爱			王源
1330	{'很', '可爱', '觉得'}		{'王源'}
1331	嘤			神探
1331	{'库里', '嘤', '卷福'}		{'出柜', '神探', '夏洛克'}
1332	狗熊			triangle
1332	{'人官', '狗熊', 'staff'}		{'triangle'}
1333	饰			何以
1333	{'饰', '何以', '鹿鼎记'}		{'笙箫', '何以', '默'}
1334	抄袭			于
1334	{'抄袭', '妈', '戏'}		{'正', '抄过', '于'}
1335	真爱且			小希爱
1335	{'凝胶', '拔毒', '真爱且'}		{'八卦', '小希爱'}
1336	皮卡丘			王诗龄
1336	{'小朋友', '同步', '皮卡丘'}		{'想', '王诗龄', '我们'}
1337	他害			家有萌
1337	{'小屁孩', '他害', '姐弟'}		{'家有萌', '兄妹'}
1338	谈			上
1338	{'厕所', '谈', '宽趟'}		{'厕所', '上', '不'}
1339	悬			考研
1339	{'保佑', '老天', '悬'}		{'考研', '成绩'}
1340	愚到			愚人节
1340	{'虽易', '愚人', '愚到'}		{'愚人节', '快乐'}
1341	陪希			爸爸去哪儿
1341	{'有骨头', '已备', '陪希'}		{'我', '爸爸去哪儿', '就是'}
1342	孙燕姿			孙燕姿
1342	{'抢付', '孙燕姿', '天津站'}		{'新专辑', '孙燕姿', '2014'}
1343	尹智厚			金贤
1343	{'诠释', '尹智厚', '用心'}		{'金贤', '重带', '你'}
1344	天才			王思聪体
1344	{'天才', '闲荡', '茶人'}		{'王思聪体'}
1345	黑眸			郑嘉颖
1345	{'黑眸', '英挺', '黑亮'}		{'815', '生日快乐', '郑嘉颖'}
1346	样子			王源
1346	{'咽下去', '样子', '梗着'}		{'王源'}
1347	搜榜里			neinei
1347	{'小盆友', '搜榜里', '欣怡'}		{'neinei'}
1348	2crbaechimimissasuzy			秀智
1348	{'2crbaechimimissasuzy', '140728', '侧颜'}		{'秀智'}
1349	第四季度			小奇
1349	{'女主持', '第四季度', '但会'}		{'runningman', '小奇', 'live'}
1350	破晓			mikeaom
1350	{'waitingforyou', '坚定不移', '破晓'}		{'mikeaom', '巡回', '亚洲'}
1351	车展			北京
1351	{'抽奖', '便签', '车展'}		{'北京', '车展'}
1352	长大			neinei
1352	{'长大', '尊奶', '闹人'}		{'neinei'}
1353	多久			张力尹
1353	{'多久', '拉紧', '呼吸'}		{'张力尹', 'breath'}
1354	灭			抄
1354	{'心疼', '必须', '灭'}		{'家伙', '灭诺澜', '抄'}
1355	电视剧			杉杉
1355	{'特殊', '舍不得', '电视剧'}		{'来', '杉杉', '了'}
1356	邓紫棋			邓紫棋
1356	{'触怒', '金秀贤', '邓紫棋'}		{'金秀贤', '邓紫棋'}
1357	后			马航
1357	{'后', '找到', '空难'}		{'失联', '客机', '马航'}
1358	日本			昆明
1358	{'日本', '势力', '分裂'}		{'暴力', '恐怖袭击', '昆明'}
1359	风有			萧敬腾
1359	{'过说', '风有', '赛庆功'}		{'萧敬腾', '加油'}
1360	关注			冰桶挑战
1360	{'关注', '公益', '慈善'}		{'冰桶挑战'}
1361	马加爵			黄奕
1361	{'迪', 'ssccan', '马加爵'}		{'离婚', '黄奕', '提出'}
1362	冲动			首尔
1362	{'冲动', '不信', '淡定'}		{'首尔', '大学', '女神'}
1363	预售			金俊秀
1363	{'不同寻常', '古拉', '预售'}		{'金俊秀'}
1364	小春			陈小春
1364	{'粉丝团', '小春', '陈'}		{'78', '陈小春', '生日快乐'}
1365	bg			贝儿
1365	{'日剧', '元气', 'bg'}		{'feynman', '贝儿'}
1366	拍嘛			爱情公寓
1366	{'拍嘛', '图片', '两三年'}		{'4', '爱情公寓'}
1367	歌词			昆凌
1367	{'我爱你', '周杰伦', '歌词'}		{'生日快乐', '昆凌'}
1368	骂伯贤			边伯贤
1368	{'伯贤', '脑残饭', '骂伯贤'}		{'恋爱', '边伯贤', '泰妍'}
1369	榜			陈伟霆
1369	{'好开心', '多棒', '榜'}		{'813', '陈伟霆', '土豆'}
1370	自杀			王乔
1370	{'自杀', '压死', '网友'}		{'王乔', '给', '邓紫棋'}
1371	池终			花千骨
1371	{'淡然处之', '池终', '惘然'}		{'花千骨'}
1372	吴亦凡			时间煮雨
1372	{'汹涌', '吴亦凡', '徐徐'}		{'小时代', '3', '时间煮雨'}
1373	卡通版			飞天
1373	{'小女警', '飞天', '卡通版'}		{'小女警', '飞天'}
1374	小乔			帮
1374	{'这小三', '找小三', '小乔'}		{'帮', '找小三', '爷爷'}
1375	暗			春晚
1375	{'暗', '非洲', '调'}		{'春晚'}
1376	苏打			新歌
1376	{'喔', '苏打', '绿'}		{'新歌', '速递'}
1377	刷屏			念念不忘
1377	{'刷屏', '唯唯', '忘恩负义'}		{'念念不忘', '回响', '必有'}
1378	姐姐			家有萌
1378	{'鼻梁', '姐姐', '高高的'}		{'家有萌', '兄妹'}
1379	已死			昆明
1379	{'已死', '几个', '僭'}		{'昆明'}
1380	惦			文章
1380	{'惦', 'jojo', '刘小'}		{'开房', '姚笛', '文章'}
1381	既视			美拍
1381	{'既视', '感点', '大学校园'}		{'美拍'}
1382	炒作			江铠同
1382	{'能力', '装', '炒作'}		{'滚出', '江铠同', '娱乐圈'}
1383	新照			男神
1383	{'晒', '徐静蕾', '新照'}		{'男神', '终于', '笑'}
1384	导师			震惊
1384	{'悲伤', '汪峰', '导师'}		{'吐', '春晚', '震惊'}
1385	crwehat			金秀贤
1385	{'crwehat', '恒大冰泉', '4p'}		{'金秀贤'}
1386	张俪			张俪
1386	{'换成', '王阳明', '张俪'}		{'在', '王阳明', '张俪'}
1387	炫技			我是歌手
1387	{'炫技', '毛阿敏', '凭心'}		{'我是歌手'}
1388	刺激			跟着
1388	{'应援', '刺激', '爱豆'}		{'做', '鹿晗', '跟着'}
1389	战报			世界杯
1389	{'克罗地亚', '战报', '开门红'}		{'世界杯'}
1390	守岁			华晨宇
1390	{'花爷', '有肉', '守岁'}		{'华晨宇', '生日快乐', '0207'}
1391	姑娘			南笙
1391	{'而同', '转成脑', '姑娘'}		{'南笙', '哭', '不'}
1392	顽劣			我是歌手
1392	{'暗中摸索', '顽劣', '最闪'}		{'我是歌手'}
1393	更改			百年
1393	{'更改', '放送', '百年'}		{'新娘', '的', '百年'}
1394	人以			祝何
1394	{'努力', '待人', '人以'}		{'祝何', '生日快乐', '老师'}
1395	贾乃亮			深圳
1395	{'李小璐', '特别', '贾乃亮'}		{'卫视', '深圳', '产科'}
1396	你家			李代沫
1396	{'逼', '你家', '逗'}		{'李代沫', '向', '请'}
1397	重度			搜寻
1397	{'阿布', '重度', '找不出'}		{'370', '马航', '搜寻'}
1398	朴实			老子
1398	{'谢帝', '朴实', '最有'}		{'明天', '不', '老子'}
1399	泰文			黄子韬
1399	{'泰文', '140312', '看得懂'}		{'黄子韬'}
1400	閒著			tao
1400	{'閒著', '修修', 'fishfish'}		{'tao'}
1401	云哟			帮
1401	{'嘞', '爬上来', '云哟'}		{'帮', '上', '徐怀钰'}
1402	十年			奶爸
1402	{'小床', '十年', '多多'}		{'奶爸', '萌娃', '牧场'}
1403	婆婆			羊水
1403	{'婆婆', '交给', '丈夫'}		{'羊水', '栓塞'}
1404	v5			北京
1404	{'前轮驱动', 'v5', '中华'}		{'北京', '车展'}
1405	田雨橙			田雨橙
1405	{'田雨橙', '百花盛开', '能够'}		{'田雨橙', '生日快乐', '0415'}
1406	调戏			郑爽
1406	{'人滚', '调戏', '受得了'}		{'郑爽', '是', '值得'}
1407	神奥			爸爸
1407	{'神奥', '莉', '灵秀'}		{'回来', '了', '爸爸'}
1408	栓塞			产妇
1408	{'羊水', '一波三折', '栓塞'}		{'产妇', '丧命', '医护'}
1409	两门			国考
1409	{'两门', '分差', '428'}		{'成绩', '国考', '公布'}
1410	遇险			马航
1410	{'自救', '生死未卜', '遇险'}		{'失联', '马航', '飞机'}
1411	这种			王乔
1411	{'重新', '证明', '这种'}		{'王乔', '给', '邓紫棋'}
1412	签字			白举纲
1412	{'签字', '一部分', '先来'}		{'签动', '成都', '白举纲'}
1413	黄子韬			黄子韬
1413	{'黄子韬', '20140501', '宝贝'}		{'黄子韬', '0502', '生日快乐'}
1414	加拿大			exo
1414	{'回', '没事', '加拿大'}		{'解约', '吴亦凡', 'exo'}
1415	佑			快乐大本营
1415	{'佑', '编舞', '荣'}		{'快乐大本营', '男神季'}
1416	安全			广州
1416	{'饲养员', '踩踏', '安全'}		{'地铁', '踩踏', '广州'}
1417	大罗			巴西
1417	{'打破', '比分', '大罗'}		{'巴西', 'vs', '德国'}
1418	同穿			星装
1418	{'同穿', 'dolcegabbana', '十爷'}		{'星装', '解析'}
1419	请			张
1419	{'黑', '请', '尊重'}		{'战', '杰出', '张'}
1420	饭蓝家			行星
1420	{'谢谢你们', '行星', '饭蓝家'}		{'行星', '利特', '饭为'}
1421	总有			厦门
1421	{'总有', '优秀', '拒绝'}		{'厦门', '宝宝', '奇迹'}
1422	世界杯			德国
1422	{'世界杯', '梦想', '头衔'}		{'德国', '阿根廷', 'vs'}
1423	仔仔			欧豪
1423	{'仔仔', '微信', '豪'}		{'澳网', '欧豪', '直击'}
1424	三八			三八妇女节
1424	{'美丽', '三八', '范做'}		{'三八妇女节'}
1425	拼搏			阿根廷队
1425	{'意志', '拼搏', '心理'}		{'阿根廷队', '加油'}
1426	防护网			萧振
1426	{'杀人不见血', '防护网', '稳操'}		{'跳楼', '高中学生', '萧振'}
1427	讨厌			小彩旗
1427	{'讨厌', '韩国', '脑残粉'}		{'向', '请', '小彩旗'}
1428	放眼望去			上海
1428	{'放眼望去', '全是', 'cj'}		{'2014chinajoy', '上海'}
1429	黑匣子			马航
1429	{'议会', '马', '黑匣子'}		{'马航', '失事', '飞机'}
1430	下班			黄海波
1430	{'有人', '下班', '男人'}		{'嫖娼', '黄海波', '被'}
1431	肌肤			hws
1431	{'面膜', '肌肤', '熬夜'}		{'蕾丝', '面膜', 'hws'}
1432	朋友			任重
1432	{'我会', '朋友', '满地找牙'}		{'任重', '侠', '接盘'}
1433	花型			朴有天
1433	{'花型', 'crchoosemebabyuhh', '洞'}		{'朴有天'}
1434	不当			杜淳
1434	{'恐怕', '不当', '伴郎'}		{'杜淳', '专业户', '伴郎'}
1435	南海			马航
1435	{'115', '救', '南海'}		{'失联', '马航', '飞机'}
1436	预料			晚安
1436	{'坚持下去', '预料', '事情'}		{'晚安'}
1437	演艺圈			孙燕姿
1437	{'孙燕姿', '演艺圈', '巨蛋'}		{'孙燕姿'}
1438	susu			鹿晗
1438	{'susu', '画面感', '尖'}		{'鹿晗'}
1439	双节			李炜
1439	{'元宵', '双节', '爆竹'}		{'情人节', '我们', '李炜'}
1440	泡腾片			周笔畅
1440	{'泡腾片', '两觉', '说'}		{'周笔畅', '时装周', '巴黎'}
1441	行李			马航
1441	{'名未', '行李', '飞机'}		{'失联', '马航', '飞机'}
1442	影射			点金
1442	{'禁', '影射', '不'}		{'胜手', '点金'}
1443	旅客			马航
1443	{'旅客', '名', '失事'}		{'被', '客机', '马航'}
1444	名人			吴世勋
1444	{'130207', '名人', '13121'}		{'吴世勋'}
1445	相念			爱情公寓
1445	{'回首', '怅然若失', '相念'}		{'大结局', '爱情公寓'}
1446	吉言			王乔
1446	{'吉言', '公之于众', '炮灰'}		{'王乔', '给', '邓紫棋'}
1447	比书			杉杉
1447	{'还原', '比书', '第六集'}		{'来', '杉杉', '了'}
1448	春晚			李敏镐
1448	{'春晚', '席琳迪翁', '承袭'}		{'李敏镐', '春晚', '上'}
1449	阅读			四六级
1449	{'夭折', '写作', '阅读'}		{'成绩', '四六级'}
1450	照镜			刘谦
1450	{'抽不上', '缩成一团', '照镜'}		{'刘谦', 'xyif'}
1451	岁			那些
1451	{'一点点', '岁', '记录'}		{'我长', '年', '那些'}
1452	新闻照片			朴槿惠
1452	{'精选', '新闻照片', '三'}		{'朴槿惠'}
1453	我太爱			hotelking
1453	{'我太爱', 'mygirl', '摸头'}		{'hotelking'}
1454	sone			我们
1454	{'哭', 'sone', '泰妍'}		{'金泰妍', '的', '我们'}
1455	清爽			吴亦凡
1455	{'清爽', '干净', '男生'}		{'吴亦凡'}
1456	蛋蛋			逆天
1456	{'后', '蛋蛋', '尼玛'}		{'后', '逆天', '00'}
1457	喝			冰封
1457	{'蜂蜜水', '色斑', '喝'}		{'冰封', '活人'}
1458	刺穿			周杰伦
1458	{'刺穿', '不痛不痒', '一针见血'}		{'周杰伦'}
