行数	预测值			真实值
1055	看吧			我
1055	{'渣图', '小宝贝', '看吧'}		{'今年', '我', '叫'}
1056	父亲			感恩
1056	{'父亲', '的', '温馨'}		{'父亲节', '感恩'}
1057	设计			金曲奖
1057	{'知名', '设计', '视觉'}		{'金曲奖'}
1058	珍贵			最
1058	{'珍贵', '边伯贤', '重庆'}		{'珍贵', '最', '的'}
1059	整理			世界杯
1059	{'整理', '气', '几眼'}		{'世界杯'}
1060	烙			琼瑶
1060	{'烙', '琼瑶', '梅花'}		{'琼瑶', '举报', '于'}
1061	写			小彩旗
1061	{'写', '谦虚', '吐槽'}		{'请', '向', '小彩旗'}
1062	湖南卫视			我是歌手
1062	{'湖南卫视', '证明', '8'}		{'我是歌手'}
1063	娱乐			马航
1063	{'娱乐', '群星', '群攻'}		{'飞机', '马航', '失事'}
1064	第一集			舌尖上的中国
1064	{'视频', '第一集', '脚步'}		{'舌尖上的中国'}
1065	学校			邵逸夫
1065	{'请', '学校', '逸夫楼'}		{'邵逸夫', '逝世'}
1066	后会无期			钟汉良
1066	{'后会无期', '这次', '没能'}		{'钟汉良'}
1067	厦门			后会无期
1067	{'看过', '三段', '厦门'}		{'后会无期'}
1068	大陆			阻止
1068	{'大陆', '偏见', '原来'}		{'阻止', '来', '杜汶泽'}
1069	都市			前任攻略
1069	{'幽默', '都市', '调侃'}		{'前任攻略'}
1070	c罗			微
1070	{'前', 'c罗', '球队'}		{'世界杯', '微', '5'}
1071	一眼			追风
1071	{'满满的', '绿色', '一眼'}		{'追风', '鲸', '少年'}
1072	应战			冰桶挑战
1072	{'xdd', '应战', '浇'}		{'冰桶挑战'}
1073	一堆			我是歌手
1073	{'一堆', '嗨', '贴'}		{'我是歌手', '张杰'}
1074	腊八粥			腊八节
1074	{'腊八粥', '滋养', '食材'}		{'腊八节'}
1075	一幕			前任攻略
1075	{'一幕', '台词', '不得不'}		{'前任攻略'}
1076	墨镜			鹿晗
1076	{'140129', '墨镜', '价格'}		{'鹿晗'}
1077	暴徒			祈福
1077	{'暴徒', '衣服', '马上'}		{'昆明', '祈福'}
1078	考虑			快乐大本营
1078	{'考虑', '没来', '少女时代'}		{'季', '女神', '快乐大本营'}
1079	爱情故事			北京
1079	{'爱情故事', '佟丽娅', '北京'}		{'爱情故事', '北京'}
1080	挺住			东莞
1080	{'老婆', '东莞', '挺住'}		{'东莞', '挺住'}
1081	病			冰桶挑战
1081	{'病', '罕见', '慈善'}		{'冰桶挑战'}
1082	李钟硕			李钟硕
1082	{'仁川', '一脸', '李钟硕'}		{'李钟硕'}
1083	利特			行星
1083	{'出道', '利特', '看着'}		{'行星', '饭为', '利特'}
1084	杯子			昆明
1084	{'杯子', '美的', '美景'}		{'昆明', '暴力事件'}
1085	两只			来自
1085	{'两只', '直播', '左边'}		{'来自', '的', '风平浪静'}
1086	亮			金泰妍
1086	{'亮', '地球', '心脏'}		{'我们', '爱', '金泰妍'}
1087	m			鹿晗
1087	{'m', '鹿', '最好'}		{'鹿晗'}
1088	森碟			cindy
1088	{'森碟', '明朗', '每次'}		{'好想你', 'cindy', '我们'}
1089	黑色			我是歌手
1089	{'黑色', '独家', '带来'}		{'我是歌手'}
1090	x			张艺兴
1090	{'x', '咆哮', '作品'}		{'张艺兴'}
1091	runningman			runningman
1091	{'runningman', '嘉宾', '秀智'}		{'runningman'}
1092	强哥			中国
1092	{'最强大脑', '强哥', '周玮'}		{'最强大脑', '雨人', '中国'}
1093	郑容和			郑容和
1093	{'二改', '郑容和', '严禁'}		{'郑容和', '622', '生日快乐'}
1094	约			言承旭
1094	{'爆', '约', '日本'}		{'三世', '鲁邦', '言承旭'}
1095	棒棒			田雨橙
1095	{'棒棒', '阿姨', '小妞'}		{'0415', '田雨橙', '生日快乐'}
1096	轻轻			王菲
1096	{'veggieg', '轻轻', '一笑'}		{'王菲', '生日快乐'}
1097	社长			裴勇俊
1097	{'海带', '汤', '社长'}		{'金秀贤', '裴勇俊'}
1098	费少			贝儿
1098	{'意外', '之路', '费少'}		{'feynman', '贝儿'}
1099	四个			小彩旗
1099	{'默默', '旋转', '四个'}		{'小彩旗'}
1100	男神			深圳
1100	{'男神', '深圳', '湖南卫视'}		{'合租', '记', '深圳'}
1101	泰国			马航
1101	{'10', '泰国', '警方'}		{'飞机', '马航', '失联'}
1102	送上			王诗龄
1102	{'送上', '君为', '小妞'}		{'王诗龄'}
1103	四年			尼坤
1103	{'四年', '美好', '消息'}		{'恋爱', '尼坤', 'tiffany'}
1104	这场			伯贤快
1104	{'视频', '这场', '台'}		{'畅饮', '伯贤快', '本'}
1105	东西			tfboys
1105	{'明信片', '东西', '家里'}		{'之约', 'tfboys', '十年'}
1106	第一张			宋茜
1106	{'第一张', '703mcd', '爆'}		{'信号', '宋茜', '危险'}
1107	问题			王乔
1107	{'问题', '骂', '恶言'}		{'邓紫棋', '王乔', '给'}
1108	来自星星的你			来自星星的你
1108	{'来自星星的你', '叫兽', '金秀贤'}		{'来自星星的你'}
1109	截图			朴炯植
1109	{'转载', '截图', '第一集'}		{'朴炯植', '家族', '之间'}
1110	眼神			爸爸
1110	{'心疼', '贾乃亮', '眼神'}		{'回来', '了', '爸爸'}
1111	私人			柯震东
1111	{'私人', '账号', '承认'}		{'柯震东', '你', '不是'}
1112	一家			爸爸去哪儿
1112	{'一家', '看陆毅', '三口'}		{'爸爸去哪儿'}
1113	柯震东			819
1113	{'柯震东', '只', '无力'}		{'柯震东', '出道', '819'}
1114	一生			杨幂
1114	{'无论是', '一次', '一生'}		{'快乐', '新婚', '杨幂'}
1115	福利			戏说
1115	{'大哥', '福利', '配图'}		{'琊', '琅', '戏说'}
1116	很			马航
1116	{'飞机', '很', '飞行员'}		{'飞机', '马航', '失事'}
1117	尼康			315
1117	{'尼康', '上万元', '全'}		{'晚会', '315'}
1118	gem			王乔
1118	{'gem', '经验', '难道'}		{'邓紫棋', '王乔', '给'}
1119	abc			马航
1119	{'两张', 'abc', '米'}		{'飞机', '马航', '失联'}
1120	黑黑			张
1120	{'早就', '黑黑', '猜'}		{'张', '杰出', '战'}
1121	牌子			中饭
1121	{'牌子', '举着', '少女时代'}		{'中饭', '力挺', '金泰妍'}
1122	kimi			林志颖
1122	{'出场', 'kimi', '呦'}		{'陪', 'kimi', '林志颖'}
1123	噢			朱广沪
1123	{'噢', '嚯', '喔'}		{'出', '朱广沪', '滚'}
1124	吸毒			李代沫
1124	{'被捕', '李代沫', '吸毒'}		{'被', '李代沫', '吸毒'}
1125	我爱你			加油
1125	{'千言万语', '一句', '我爱你'}		{'加油', '吴亦凡'}
1126	迪士尼			冰雪
1126	{'今日', '迪士尼', '奇缘'}		{'冰雪', '奇缘'}
1127	一种			田雨橙
1127	{'一种', '遇上', '春天'}		{'0415', '田雨橙', '生日快乐'}
1128	feynman			贝儿
1128	{'feynman', '原来', 'oh'}		{'feynman', '贝儿'}
1129	曾经			周杰伦
1129	{'曾经', '双', '倒'}		{'蔡依林', '在', '周杰伦'}
1130	音源			少女时代
1130	{'专辑', '音源', '6'}		{'少女时代'}
1131	系列			春晚
1131	{'当然', '包括', '系列'}		{'春晚'}
1132	赵薇			赵薇
1132	{'每天', '赵薇', '愿'}		{'312', '生日快乐', '赵薇'}
1133	上次			子韬乐游
1133	{'涂涂', '上次', '录制'}		{'大本营', '子韬乐游'}
1134	全场			美拍
1134	{'mv', '全场', '美拍'}		{'美拍'}
1135	养			爸爸去哪儿
1135	{'养', '别人', '孩子'}		{'爸爸去哪儿'}
1136	执导			有
1136	{'mr', '凡', '执导'}		{'有', '地方', '一个'}
1137	经典			琼瑶
1137	{'番茄', '以为', '经典'}		{'琼瑶', '举报', '于'}
1138	战争			太平
1138	{'战争', '出品', '执导'}		{'轮', '太平'}
1139	大大			中国
1139	{'携', '习', '大大'}		{'男团', '中国', '超级'}
1140	艘			马航
1140	{'艘', '我国', '搜救'}		{'飞机', '马航', '失联'}
1141	汪东城			汪东城
1141	{'赢了', '简直', '汪东城'}		{'娱乐圈', '滚回', '汪东城'}
1142	英国			马航
1142	{'公司', '英国', 'mh370'}		{'飞机', '马航', '失联'}
1143	明白			请
1143	{'何必', '无需', '明白'}		{'请', '对', '谢娜'}
1144	看不到			亚洲
1144	{'看不到', '技术', '陈冠希'}		{'亚洲', '明星', '最丑'}
1145	亲亲			钟汉良
1145	{'成都', '那天', '亲亲'}		{'钟汉良'}
1146	时节			米歇尔
1146	{'时节', '阳光明媚', '北京'}		{'米歇尔', '访华'}
1147	搜			黄子韬
1147	{'热', '综合', '搜'}		{'黄子韬'}
1148	走			千万别
1148	{'影响', '太', '走'}		{'千万别', '我们', '报'}
1149	上面			冰桶挑战
1149	{'youtube', '上面', '失败'}		{'冰桶挑战'}
1150	唐嫣			唐嫣
1150	{'主演', '父亲', '唐嫣'}		{'唐嫣'}
1151	黑			心疼
1151	{'多多', '黑', '看个'}		{'黄多多', '心疼'}
1152	袁姗姗			袁姗姗
1152	{'裸身', '泡水', '袁姗姗'}		{'裸身', '泡水', '袁姗姗'}
1153	电脑			xp
1153	{'打开', '死机', '电脑'}		{'xp', '服务', '停止'}
1154	巴厘岛			杨幂
1154	{'组图', '巴厘岛', '杨幂'}		{'快乐', '新婚', '杨幂'}
1155	广州			吴亦凡
1155	{'凡', '吴亦凡', '广州'}		{'吴亦凡'}
1156	左手			金秀贤
1156	{'出新', '左手', '写字'}		{'金秀贤'}
1157	称			昆明
1157	{'昆明', '称', '人'}		{'昆明', '加油'}
1158	不少			午间
1158	{'爸爸去哪儿', '曾', '不少'}		{'午间', '话题'}
1159	萱			贝儿
1159	{'最爱', '萱', '费少'}		{'feynman', '贝儿'}
1160	南京			南京
1160	{'即将', '南京', '开幕'}		{'青奥', '南京'}
1161	尼坤			一
1161	{'逾', '尼坤', '电影院'}		{'二分之一', '又', '一'}
1162	韩饭			越南
1162	{'韩饭', '中饭', '区分'}		{'越南', '瑶瑶'}
1163	专注			我
1163	{'专注', '江苏', '肉肉'}		{'肉', '的', '我'}
1164	基友			黄子韬
1164	{'这张', '男人', '基友'}		{'你', '陪', '黄子韬'}
1165	妹子			美女
1165	{'不能', '混口饭吃', '妹子'}		{'美女', '鉴黄师'}
1166	台			芒果
1166	{'儿', 'super', '台'}		{'韩栋', '芒果', '台向'}
1167	最美			你
1167	{'的', '最美', '阳光'}		{'是', '你', '我'}
1168	谢霆锋			你
1168	{'谢霆锋', '吃货', '第一个'}		{'是', '你', '我'}
1169	东莞			东莞
1169	{'东莞', '天堂', '报道'}		{'东莞', '挺住'}
1170	讨厌			好脾气
1170	{'赵丽颖', '讨厌', '比起'}		{'好脾气', '袁姗姗'}
1171	林宥嘉			林宥嘉
1171	{'擦', '林宥嘉', '倒'}		{'守护', '我们', '林宥嘉'}
1172	饭制			来自星星的你
1172	{'精品', '饭制', '集'}		{'来自星星的你'}
1173	巧克力			张力尹
1173	{'昨天', '太棒', '巧克力'}		{'张力尹', '呼吸', 'breath'}
1174	造成			李云迪
1174	{'使用', '造成', '贴'}		{'被', '李云迪', '黑'}
1175	mh370			mh370
1175	{'消息', '上午', 'mh370'}		{'寻人', 'mh370'}
1176	中国			历史
1176	{'1', '中国', '年'}		{'历史', '上', '的'}
1177	茶叶蛋			茶叶蛋
1177	{'吃', '茶叶蛋', '这种'}		{'茶叶蛋'}
1178	此刻			世界杯
1178	{'中间', '现场图', '此刻'}		{'世界杯', '来', '了'}
1179	明显			南京
1179	{'明显', '南京', '耳光'}		{'被', '南京', '护士'}
1180	触动			变形
1180	{'触动', '心灵', '讨论'}		{'变形', '计'}
1181	全			全智贤
1181	{'谢谢', '女神', '全'}		{'见面会', '全智贤', '粉丝'}
1182	睡			春晚
1182	{'春晚', '睡', '感受'}		{'春晚'}
1183	愿望			金俊秀
1183	{'愿望', '2014', '纸'}		{'金俊秀', '2014', '春季'}
1184	不在乎			王思聪体
1184	{'交朋友', '剧', '不在乎'}		{'王思聪体'}
1185	一步			王源
1185	{'一步', '幸福', '少年'}		{'王源'}
1186	记住			朴正洙
1186	{'记住', '我会', '守候'}		{'请', '朴正洙', '坚强'}
1187	揉			黄子韬
1187	{'揉', '萌', '眼睛'}		{'你', '陪', '黄子韬'}
1188	盛筵			海天
1188	{'盛筵', '海天', '联系'}		{'盛筵', '海天'}
1189	倪妮			冯绍峰
1189	{'探', '冯绍峰', '倪妮'}		{'分手', '冯绍峰', '倪妮'}
1190	佟丽娅			全民
1190	{'比卖', '逗', '佟丽娅'}		{'全民', '佟丽娅', '疯找'}
1191	25			马航
1191	{'举行', '25', '消息'}		{'飞机', '马航', '失事'}
1192	介绍			盗马记
1192	{'话', '介绍', '众'}		{'盗马记'}
1193	恐怖袭击			曼顿
1193	{'美帝', '的', '恐怖袭击'}		{'曼顿', '爆炸'}
1194	今年			古剑奇谭
1194	{'今年', '小伙伴', '浙江'}		{'古剑奇谭'}
1195	朴有天			朴有天
1195	{'广州', 'fm', '朴有天'}		{'朴有天'}
1196	做好			阻止
1196	{'做好', '都还没', '烂片'}		{'阻止', '来', '杜汶泽'}
1197	亲人			马航
1197	{'电话', '亲人', '打通'}		{'飞机', '马航', '失联'}
1198	距			祈福
1198	{'人员', '家属', '距'}		{'爱心', '马航', '祈福'}
1199	腿			胡歌
1199	{'榜', '腿', '大长'}		{'琅琊榜', '胡歌'}
1200	软件			鬼魂
1200	{'软件', '破', '恐怖'}		{'探测器', '鬼魂'}
1201	挥手			吴亦凡
1201	{'挥手', '身子', '凡'}		{'吴亦凡'}
1202	exo			鹿晗
1202	{'exo', '演唱会', '太'}		{'鹿晗', '张艺兴'}
1203	奥莉			威廉
1203	{'拥有', '运动', '奥莉'}		{'威廉', '弟弟', '爸爸'}
1204	23			一
1204	{'23', '夏天', '6'}		{'二分之一', '又', '一'}
1205	情人节			我
1205	{'邓紫棋', '求', '情人节'}		{'偶像', '和', '我'}
1206	乌克兰			马航
1206	{'乌克兰', '消息', '客机'}		{'被', '马航', 'mh17'}
1207	交警			湖南卫视
1207	{'交警', '最好', '蜀黍'}		{'湖南卫视', '春晚'}
1208	一周			晚安
1208	{'坚持下去', '决定', '一周'}		{'晚安'}
1209	清新			爸爸去哪儿
1209	{'清新', '粉们', '唯美'}		{'爸爸去哪儿'}
1210	献上			爸爸去哪儿
1210	{'逻辑', '必须', '献上'}		{'爸爸去哪儿'}
1211	恋情			郑爽
1211	{'恋情', '分手', '发布会'}		{'和', '宣布', '郑爽'}
1212	无情			东莞
1212	{'人间', '无情', '东莞'}		{'东莞', '挺住'}
1213	veggieg			巴黎
1213	{'veggieg', '王菲', '引起'}		{'新浪', '时装周', '巴黎'}
1214	美			全民
1214	{'美', '美美'}		{'全民', '佟丽娅', '疯找'}
1215	elf			利特
1215	{'elf', '队长', '永远'}		{'请', '坚强', '利特'}
1216	全网			吸血鬼
1216	{'全网', '集中', '首播'}		{'吸血鬼', '日记'}
1217	浙江			爸爸
1217	{'浙江', '弄个', '调'}		{'回来', '了', '爸爸'}
1218	实现			黄子韬
1218	{'未来', '实现', 'vvhl'}		{'黄子韬'}
1219	古剑奇谭			张檬
1219	{'古剑奇谭', '不止', '古装'}		{'萌萌哒', '古装', '张檬'}
1220	feynman			费曼
1220	{'爱上你', 'feynman', '看到'}		{'feynman', '费曼'}
1221	追求			文章
1221	{'文章', '追求', '姚笛'}		{'文章', '姚笛'}
1222	同一个			sm
1222	{'同一个', '人', '不是'}		{'新', 'sm', '女团'}
1223	印度洋			马航
1223	{'南', '印度洋', '最新'}		{'飞机', '马航', '失联'}
1224	新闻			昆明
1224	{'微博', '新闻', '看'}		{'昆明', '暴力事件'}
1225	收视			来自星星的你
1225	{'首尔', '第十集', '收视'}		{'来自星星的你'}
1226	优酷			doctor
1226	{'优酷', '土豆', '日起'}		{'doctor', '异乡人'}
1227	长得			孟非
1227	{'很漂亮', '至少', '长得'}		{'女儿', '孟非'}
1228	劲儿			帮凯丽
1228	{'劲儿', '张凯丽', '老师'}		{'老师', '帮凯丽', '粉丝'}
1229	正片			爱情公寓
1229	{'还会', '正片', '全部'}		{'不说', '爱情公寓', '4'}
1230	再也			来自星星的你
1230	{'再也', '见', '一刻'}		{'来自星星的你'}
1231	崔			百年
1231	{'出处', '崔', '模样'}		{'的', '百年', '新娘'}
1232	总是			鹿晗
1232	{'的', '总是', '谢谢'}		{'鹿晗'}
1233	里			蔡琳
1233	{'记得', '蔡琳', '里'}		{'蔡琳', '高梓淇', '公开'}
1234	直播			神马
1234	{'直播', 'exom', '咆哮'}		{'神马', '年夜饭'}
1235	爸爸去哪儿			爸爸去哪儿
1235	{'说出', '爸爸去哪儿', '爸爸'}		{'爸爸去哪儿'}
1236	惹			晒
1236	{'辣', '惹', '久'}		{'通知书', '录取', '晒'}
1237	新手			家有萌
1237	{'新手', '相差', '指南'}		{'家有萌', '兄妹'}
1238	一集			来自星星的你
1238	{'错过', '激动', '一集'}		{'来自星星的你'}
1239	报道			马航
1239	{'分', '关闭', '报道'}		{'飞机', '马航', '失联'}
1240	问			美女
1240	{'嫁给', '问', '亲情'}		{'美女', '学霸', '黄雨桐'}
1241	屌			阻止
1241	{'傻', '不来', '屌'}		{'阻止', '来', '杜汶泽'}
1242	爸爸妈妈			前任攻略
1242	{'爸爸妈妈', '前任攻略', '的'}		{'前任攻略'}
1243	纪念			张力尹
1243	{'截个', '太棒了', '纪念'}		{'张力尹', '呼吸', 'breath'}
1244	所谓			南京
1244	{'所谓', '医暴', '这件'}		{'被', '南京', '护士'}
1245	片尾曲			泰版
1245	{'浪漫满屋', '泰版', '片尾曲'}		{'浪漫满屋', '泰版'}
1246	一大早			祈福
1246	{'一大早', '默哀', '突发事件'}		{'昆明', '祈福'}
1247	大战			中国好声音
1247	{'大战', '导师', '抢人'}		{'中国好声音'}
1248	真正			金在
1248	{'动图', '真正', '天呐'}		{'金在', '中'}
1249	冲进			抄
1249	{'电视', '冲进', '灭'}		{'家伙', '抄', '灭诺澜'}
1250	震惊			刘亦菲
1250	{'家族', '震惊', '全'}		{'刘亦菲', '家族', '照'}
1251	澳方			马航
1251	{'澳方', '不能', '珀斯'}		{'飞机', '马航', '失事'}
1252	搞笑			金玉良缘
1252	{'搞笑', '宫', '超过'}		{'金玉良缘'}
1253	有天			朴有天
1253	{'有天', '长沙', '米饭'}		{'朴有天', '快乐大本营'}
1254	搞			茶叶蛋
1254	{'台湾人', '独立', '搞'}		{'茶叶蛋'}
1255	推测			马航
1255	{'推测', '可能性', '祈福'}		{'穿越时空', '马航'}
1256	讽刺			茶叶蛋
1256	{'大陆', '讽刺', '茶叶蛋'}		{'茶叶蛋'}
1257	网			霍建华
1257	{'霍建华', '网', '人人'}		{'霍建华'}
1258	的			时装
1258	{'louisvuitton2014', '的', '系列'}		{'心计', '宫', '时装'}
1259	身穿			巴黎
1259	{'长款', '身穿', '风衣'}		{'新浪', '时装周', '巴黎'}
1260	找			没关系
1260	{'相关', '池海秀', '找'}		{'是', '没关系', '爱情'}
1261	澳大利亚			马航
1261	{'总理', '澳大利亚', '中午'}		{'飞机', '马航', '失事'}
1262	歹徒			昆明
1262	{'现场', '火车站', '歹徒'}		{'昆明', '火车站', '砍'}
1263	能力			明星
1263	{'能力', '拥有', '主演'}		{'汇', '明星', 'app'}
1264	主题			崔始源
1264	{'主题', '电杂', '的'}		{'0407', '生日快乐', '崔始源'}
1265	之夜			爸爸去哪儿
1265	{'精彩', '之夜', '爸爸去哪儿'}		{'爸爸去哪儿'}
1266	花花			华晨宇
1266	{'祝', '花花', '后援会'}		{'华晨宇', '0207', '生日快乐'}
1267	玩			170
1267	{'玩', '长大', '手机'}		{'170', '手机号'}
1268	300			步步惊情
1268	{'送上', '300', '辣'}		{'步步惊情'}
1269	歌曲			1987
1269	{'不知', '的', '歌曲'}		{'不知', '我', '1987'}
1270	凶			feynman
1270	{'吴镇宇', '凶', '很'}		{'feynman'}
1271	总统			朴槿惠
1271	{'巡防', '总统', '外交'}		{'朴槿惠'}
1272	肯定			2014
1272	{'问题', '遇到', '肯定'}		{'成绩', '国考', '2014'}
1273	到达			马航
1273	{'到达', '记录', '浦东'}		{'飞机', '马航', '失联'}
1274	优酷			重返
1274	{'娱乐', '优酷', '全'}		{'重返', '20', '岁'}
1275	漂亮			袁姗姗
1275	{'漂亮', '以前', '演员'}		{'裸身', '泡水', '袁姗姗'}
1276	评价			星座
1276	{'认可', '阶段', '评价'}		{'小时代', '星座'}
1277	王			最强大脑
1277	{'王', '找茬', '魔方'}		{'最强大脑'}
1278	来源			李敏镐
1278	{'李敏镐', '休息', '来源'}		{'李敏镐', '图片'}
1279	天			那些
1279	{'100', '天', '脑门'}		{'我长', '那些', '年'}
1280	肿			放过
1280	{'醒醒', '肿', '紫薇'}		{'李佳航', '放过'}
1281	抽			鹿晗
1281	{'拿来', '抽奖', '抽'}		{'鹿晗', '生日快乐', '0420'}
1282	打劫			带个
1282	{'打劫', '存货', '胡歌'}		{'回家', '胡歌', '带个'}
1283	后会无期			后会无期
1283	{'今年', '后会无期', '韩寒'}		{'3', '后会无期', '小时代'}
1284	白色			白色
1284	{'14', '白色', '情人节'}		{'白色', '情人节'}
1285	不少			封神
1285	{'以往', '该剧', '不少'}		{'封神', '英雄榜'}
1286	萧敬腾			金曲
1286	{'林俊杰', '求婚', '萧敬腾'}		{'林俊杰', '金曲', '歌王'}
1287	成都			老子
1287	{'成都', '老子', '小伙'}		{'明天', '不', '老子'}
1288	不去			支持
1288	{'决定', '菲律宾', '不去'}		{'支持', '陈坤'}
1289	小			爱情公寓
1289	{'公众', '小', '扎堆'}		{'爱情公寓', '4'}
1290	杉杉			杉杉
1290	{'特辑', '幕后', '杉杉'}		{'来', '杉杉', '了'}
1291	精			胡萝卜
1291	{'精', '之下', '火'}		{'精', '胡萝卜'}
1292	咬			抄
1292	{'曾小贤', '认识', '咬'}		{'家伙', '抄', '灭诺澜'}
1293	芒果			爸爸
1293	{'先', '芒果', '台'}		{'回来', '了', '爸爸'}
1294	镐			李敏镐
1294	{'男朋友', '阿姨', '镐'}		{'李敏镐'}
1295	不行			roommate
1295	{'欧巴', '不行', '喔'}		{'roommate'}
1296	说到底			梁静茹
1296	{'真心', '说到底', '群体'}		{'躺', '梁静茹', '枪'}
1297	m			鹿晗
1297	{'鹿晗', 'm', '天津'}		{'重返', '鹿晗', '20'}
1298	一路			舌尖上的中国
1298	{'山东', '四川', '一路'}		{'第二季', '舌尖上的中国'}
1299	道歉			谢娜
1299	{'逼', '道歉', '妈'}		{'黄多多', '谢娜', '给'}
1300	邓紫棋			王乔
1300	{'邓紫棋', '打气', 'gem'}		{'邓紫棋', '王乔', '给'}
1301	俞灏明			广场
1301	{'俞灏明', '25', '的'}		{'师兄', '舞', '广场'}
1302	首都机场			张艺兴
1302	{'送机', '张艺兴', '首都机场'}		{'张艺兴'}
1303	水木			来自星星的你
1303	{'sbs', '剧', '水木'}		{'来自星星的你'}
1304	好消息			鹿晗
1304	{'回顾', '好消息', '夫妇'}		{'鹿晗', '生日快乐', '0420'}
1305	全			优酷
1305	{'sean', '出发', '全'}		{'娱乐', '优酷', '全'}
1306	梅艳芳			我是歌手
1306	{'版', '翻唱', '梅艳芳'}		{'我是歌手'}
1307	那天			exo
1307	{'行星', '那天', '大概'}		{'exo'}
1308	出现			钟汉良
1308	{'出现', '情况', '关心'}		{'钟汉良'}
1309	成都			中国
1309	{'成都', '谢帝', '说唱'}		{'歌曲', '中国', '好'}
1310	杭州			杭州
1310	{'团队', '杭州', '动'}		{'限牌', '杭州'}
1311	笑容			花儿与少年
1311	{'不输给', '风', '笑容'}		{'花儿与少年'}
1312	大结局			叛逃
1312	{'最终', '大结局', '预告'}		{'叛逃'}
1313	求			放过
1313	{'这张', '海报', '求'}		{'李佳航', '放过'}
1314	休息			最佳
1314	{'体会', '休息', '去'}		{'最佳', '朴灿烈', '室友'}
1315	成绩			国考
1315	{'成绩', '不弃', '不离'}		{'公布', '成绩', '国考'}
1316	微博上			时尚
1316	{'第一夫人', '直播', '微博上'}		{'时尚', '热点'}
1317	热闹			朴有天
1317	{'完成', '米', '热闹'}		{'广州', '见面会', '朴有天'}
1318	一枚			求古剑
1318	{'哒', '最爱', '一枚'}		{'求古剑', '专场'}
1319	菜			为
1319	{'菜', '精良', '里面'}		{'点个', '前任攻略', '为'}
1320	距离			刘诗诗
1320	{'距离', '三个', '浙江'}		{'步步惊情', '刘诗诗'}
1321	两集			来自星星的你
1321	{'两集', '更新', '星期'}		{'来自星星的你'}
1322	一年			花儿与少年
1322	{'一年', '改变', '害怕'}		{'花儿与少年'}
1323	逝去			马航
1323	{'默哀', 'via', '逝去'}		{'马航', '空难'}
1324	眼			最强
1324	{'瞥', '眼', '右下角'}		{'天团', '最强'}
1325	抱怨			爸爸去哪儿
1325	{'真', '下午', '抱怨'}		{'吴镇宇', '爸爸去哪儿', '费曼'}
1326	杨阳洋			我们
1326	{'萌萌哒', '杨阳洋', '快本'}		{'我们', '爱', '都'}
1327	朋友圈			长沙
1327	{'长沙', '朋友圈', '转'}		{'长沙', '伍家岭', '砍'}
1328	不在乎			王思聪体
1328	{'交朋友', '头发', '不在乎'}		{'王思聪体'}
1329	求			冯绍峰
1329	{'删', '好像', '求'}		{'冯绍峰', '删微博'}
1330	可爱			王源
1330	{'觉得', '很', '可爱'}		{'王源'}
1331	cry			神探
1331	{'cry', '甜', '花花'}		{'出柜', '神探', '夏洛克'}
1332	留言			triangle
1332	{'尼玛', '这群', '留言'}		{'triangle'}
1333	饰			何以
1333	{'饰', '4', '新'}		{'何以', '默', '笙箫'}
1334	抄袭			于
1334	{'戏', '抄袭', '正'}		{'抄过', '正', '于'}
1335	行且			小希爱
1335	{'行且', '一支', '褪去'}		{'八卦', '小希爱'}
1336	小朋友			王诗龄
1336	{'究竟', '小朋友', '王诗龄'}		{'我们', '想', '王诗龄'}
1337	姐弟			家有萌
1337	{'姐弟', '每次', '相差'}		{'家有萌', '兄妹'}
1338	谈			上
1338	{'小学', '谈', '厕所'}		{'不', '上', '厕所'}
1339	老天			考研
1339	{'悬', '老天', '保佑'}		{'成绩', '考研'}
1340	愚人			愚人节
1340	{'行且', '愚人', '不易'}		{'快乐', '愚人节'}
1341	很			爸爸去哪儿
1341	{'影院', '公映', '很'}		{'爸爸去哪儿', '就是', '我'}
1342	孙燕姿			孙燕姿
1342	{'站', '孙燕姿', '新专辑'}		{'2014', '孙燕姿', '新专辑'}
1343	演绎			金贤
1343	{'心中', '演绎', '经典'}		{'重带', '金贤', '你'}
1344	天才			王思聪体
1344	{'是不是', '天才', '不在乎'}		{'王思聪体'}
1345	的			郑嘉颖
1345	{'却', '飞', '的'}		{'生日快乐', '郑嘉颖', '815'}
1346	样子			王源
1346	{'小', '样子', '表情'}		{'王源'}
1347	小盆友			neinei
1347	{'热', '排', '小盆友'}		{'neinei'}
1348	秀智			秀智
1348	{'runningman', '140728', '秀智'}		{'秀智'}
1349	综艺			小奇
1349	{'热门', '版', '综艺'}		{'runningman', 'live', '小奇'}
1350	携手			mikeaom
1350	{'更加', '携手', '前行'}		{'亚洲', 'mikeaom', '巡回'}
1351	车展			北京
1351	{'车展', '参加', '抽奖'}		{'车展', '北京'}
1352	长大			neinei
1352	{'长大', '爸', '爸爸'}		{'neinei'}
1353	多久			张力尹
1353	{'多久', '消息', '呼吸'}		{'张力尹', 'breath'}
1354	必须			抄
1354	{'必须', '灭', '心疼'}		{'家伙', '抄', '灭诺澜'}
1355	赵丽颖			杉杉
1355	{'赵丽颖', '杉杉', '张翰'}		{'来', '杉杉', '了'}
1356	金秀贤			邓紫棋
1356	{'邓紫棋', '金秀贤', '日前'}		{'邓紫棋', '金秀贤'}
1357	后			马航
1357	{'空难', '找到', '后'}		{'马航', '失联', '客机'}
