行数	预测值			真实值
1068	{'理解', '看', '原来'}		{'杜汶泽', '阻止', '来'}
1069	都市			前任攻略
1069	{'都市', '大道理', '最'}		{'前任攻略'}
1070	比赛			微
1070	{'比赛', '前', '身'}		{'世界杯', '微', '5'}
1071	一眼			追风
1071	{'一眼', '去', '满满的'}		{'鲸', '少年', '追风'}
1072	应战			冰桶挑战
1072	{'xdd', '阿当', '应战'}		{'冰桶挑战'}
1073	贴			我是歌手
1073	{'贴', '一堆', '微博'}		{'我是歌手', '张杰'}
1074	腊八粥			腊八节
1074	{'吃', '腊八粥', '传统'}		{'腊八节'}
1075	不得不			前任攻略
1075	{'说', '不得不', '不负众望'}		{'前任攻略'}
1076	140129			鹿晗
1076	{'墨镜', '价格', '140129'}		{'鹿晗'}
1077	衣服			祈福
1077	{'衣服', '新疆', '暴徒'}		{'祈福', '昆明'}
1078	没来			快乐大本营
1078	{'少女时代', '考虑', '没来'}		{'季', '快乐大本营', '女神'}
1079	没有			北京
1079	{'没有', '观望', '佟丽娅'}		{'爱情故事', '北京'}
1080	挺住			东莞
1080	{'听到', '时', '挺住'}		{'东莞', '挺住'}
1081	众多			冰桶挑战
1081	{'响应', '名人', '众多'}		{'冰桶挑战'}
1082	仁川			李钟硕
1082	{'李钟硕', '140319', '仁川'}		{'李钟硕'}
1083	利特			行星
1083	{'exo', '出道', '利特'}		{'行星', '利特', '饭为'}
1084	杯子			昆明
1084	{'倒影', '杯子', '世界'}		{'暴力事件', '昆明'}
1085	直播			来自
1085	{'左边', '直播', '时'}		{'的', '风平浪静', '来自'}
1086	太阳			金泰妍
1086	{'太阳', '地球', '亮'}		{'我们', '金泰妍', '爱'}
1087	m			鹿晗
1087	{'m', '鹿', '鹿晗'}		{'鹿晗'}
1088	每次			cindy
1088	{'每次', '温暖', '森碟'}		{'我们', '好想你', 'cindy'}
1089	独家			我是歌手
1089	{'音乐', '周笔畅', '独家'}		{'我是歌手'}
1090	x			张艺兴
1090	{'努力', '再', 'x'}		{'张艺兴'}
1091	秀智			runningman
1091	{'单独', '秀智', 'runningman'}		{'runningman'}
1092	最强大脑			中国
1092	{'强哥', '问', '最强大脑'}		{'中国', '雨人', '最强大脑'}
1093	郑容和			郑容和
1093	{'郑容和', '严禁', '二改'}		{'生日快乐', '郑容和', '622'}
1094	日本			言承旭
1094	{'人气', '日本', '爆'}		{'鲁邦', '三世', '言承旭'}
1095	怪			田雨橙
1095	{'怪', '小妞', '阿姨'}		{'生日快乐', '0415', '田雨橙'}
1096	轻轻			王菲
1096	{'一笑', '迷醉', '轻轻'}		{'生日快乐', '王菲'}
1097	社长			裴勇俊
1097	{'生日', '收到', '社长'}		{'金秀贤', '裴勇俊'}
1098	之路			贝儿
1098	{'激萌', '之路', 'bbgirl'}		{'贝儿', 'feynman'}
1099	默默			小彩旗
1099	{'旋转', '四个', '默默'}		{'小彩旗'}
1100	男神			深圳
1100	{'男神', '湖南卫视', '2014'}		{'合租', '深圳', '记'}
1101	泰国			马航
1101	{'泰国', '警方', '10'}		{'失联', '飞机', '马航'}
1102	中午			王诗龄
1102	{'中午', '君为', '团子'}		{'王诗龄'}
1103	四年			尼坤
1103	{'消息', '四年', '201061'}		{'尼坤', 'tiffany', '恋爱'}
1104	12			伯贤快
1104	{'12', '年', '这场'}		{'本', '伯贤快', '畅饮'}
1105	最近			tfboys
1105	{'似乎', '很多', '最近'}		{'tfboys', '十年', '之约'}
1106	第一张			宋茜
1106	{'第一张', '颓废', '703mcd'}		{'宋茜', '信号', '危险'}
1107	恶言			王乔
1107	{'恶言', '看', '问题'}		{'王乔', '给', '邓紫棋'}
1108	来自星星的你			来自星星的你
1108	{'直播', '来自星星的你', '叫兽'}		{'来自星星的你'}
1109	第一集			朴炯植
1109	{'第一集', '转载', '截图'}		{'家族', '朴炯植', '之间'}
1110	眼神			爸爸
1110	{'爸爸', '眼神', '心疼'}		{'回来', '爸爸', '了'}
1111	承认			柯震东
1111	{'承认', '账号', '私人'}		{'柯震东', '你', '不是'}
1112	一家			爸爸去哪儿
1112	{'三口', '看陆毅', '一家'}		{'爸爸去哪儿'}
1113	事情			819
1113	{'只', '事情', '无力'}		{'柯震东', '出道', '819'}
1114	女人			杨幂
1114	{'女人', '幸福', '一生'}		{'杨幂', '快乐', '新婚'}
1115	一手			戏说
1115	{'剧本', '二爷', '一手'}		{'戏说', '琊', '琅'}
1116	劫机			马航
1116	{'劫机', '飞机', '太逗'}		{'飞机', '失事', '马航'}
1117	全			315
1117	{'全', '上万元', '高画质'}		{'315', '晚会'}
1118	gem			王乔
1118	{'gem', '难道', '经验'}		{'王乔', '给', '邓紫棋'}
1119	abc			马航
1119	{'澳大利亚', 'abc', '美国'}		{'失联', '飞机', '马航'}
1120	早就			张
1120	{'早就', '黑黑', '猜'}		{'战', '张', '杰出'}
1121	每个			中饭
1121	{'举着', '牌子', '每个'}		{'金泰妍', '力挺', '中饭'}
1122	kimi			林志颖
1122	{'出场', 'kimi', '呦'}		{'陪', 'kimi', '林志颖'}
1123	噢			朱广沪
1123	{'朱广沪', '噢', '喔'}		{'朱广沪', '出', '滚'}
1124	李代沫			李代沫
1124	{'出租房', '李代沫', '吸毒'}		{'被', '李代沫', '吸毒'}
1125	千言万语			加油
1125	{'我爱你', '太多话', '千言万语'}		{'吴亦凡', '加油'}
1126	迪士尼			冰雪
1126	{'迪士尼', '电影', '今日'}		{'奇缘', '冰雪'}
1127	一种			田雨橙
1127	{'信仰', '一种', '瞬间'}		{'生日快乐', '0415', '田雨橙'}
1128	feynman			贝儿
1128	{'oh', 'feynman', '原来'}		{'贝儿', 'feynman'}
1129	曾经			周杰伦
1129	{'双', '倒', '曾经'}		{'在', '周杰伦', '蔡依林'}
1130	今日			少女时代
1130	{'5', '下午', '今日'}		{'少女时代'}
1131	系列			春晚
1131	{'系列', '当然', '包括'}		{'春晚'}
1132	赵薇			赵薇
1132	{'女王', '赵薇', '愿'}		{'312', '赵薇', '生日快乐'}
1133	上次			子韬乐游
1133	{'录制', '上次', '涂涂'}		{'子韬乐游', '大本营'}
1134	全场			美拍
1134	{'看看', '全场', 'mv'}		{'美拍'}
1135	养			爸爸去哪儿
1135	{'别人', '看', '养'}		{'爸爸去哪儿'}
1136	徐静蕾			有
1136	{'徐静蕾', '鸡毛蒜皮', '执导'}		{'地方', '有', '一个'}
1137	番茄			琼瑶
1137	{'大桶', '以为', '番茄'}		{'举报', '于', '琼瑶'}
1138	出品			太平
1138	{'小马', '出品', '执导'}		{'太平', '轮'}
1139	大大			中国
1139	{'大大', '习', '140703'}		{'超级', '中国', '男团'}
1140	我国			马航
1140	{'飞机', '我国', '马航'}		{'失联', '飞机', '马航'}
1141	汪东城			汪东城
1141	{'简直', '汪东城', '传奇'}		{'娱乐圈', '滚回', '汪东城'}
1142	英国			马航
1142	{'卫星', '公司', '英国'}		{'失联', '飞机', '马航'}
1143	明白			请
1143	{'明白', '无需', '解释'}		{'对', '请', '谢娜'}
1144	最丑			亚洲
1144	{'始终认为', '最丑', '陈冠希'}		{'最丑', '亚洲', '明星'}
1145	攒			钟汉良
1145	{'攒', 'rp', '亲亲'}		{'钟汉良'}
1146	时节			米歇尔
1146	{'仲春', '时节', '阳光明媚'}		{'访华', '米歇尔'}
1147	搜			黄子韬
1147	{'搜', '热', '综合'}		{'黄子韬'}
1148	影响			千万别
1148	{'学习', '太', '影响'}		{'我们', '千万别', '报'}
1149	上面			冰桶挑战
1149	{'上面', 'youtube', '失败'}		{'冰桶挑战'}
1150	唐嫣			唐嫣
1150	{'主演', '唐嫣', '娱乐'}		{'唐嫣'}
1151	搞笑			心疼
1151	{'之前', '搞笑', '看个'}		{'黄多多', '心疼'}
1152	袁姗姗			袁姗姗
1152	{'泡水', '裸身', '袁姗姗'}		{'泡水', '裸身', '袁姗姗'}
1153	电脑			xp
1153	{'打开', '电脑', '我家'}		{'xp', '停止', '服务'}
1154	巴厘岛			杨幂
1154	{'巴厘岛', '杨幂', '大婚'}		{'杨幂', '快乐', '新婚'}
1155	广州			吴亦凡
1155	{'机场', '广州', '吴亦凡'}		{'吴亦凡'}
1156	左手			金秀贤
1156	{'左手', '写字', '觉得'}		{'金秀贤'}
1157	政府			昆明
1157	{'政府', '昆明', '称'}		{'昆明', '加油'}
1158	cp			午间
1158	{'cp', '爸爸去哪儿', '知道'}		{'话题', '午间'}
1159	萱			贝儿
1159	{'萱', '最爱', '费少'}		{'贝儿', 'feynman'}
1160	南京			南京
1160	{'南京', '今晚', '即将'}		{'青奥', '南京'}
1161	电影院			一
1161	{'里', '第一次', '电影院'}		{'二分之一', '又', '一'}
1162	韩饭			越南
1162	{'中饭', '韩饭', '区分'}		{'越南', '瑶瑶'}
1163	专注			我
1163	{'肉肉', '专注', '江苏'}		{'的', '肉', '我'}
1164	基友			黄子韬
1164	{'基友', '坚实', '这张'}		{'你', '陪', '黄子韬'}
1165	妹子			美女
1165	{'妹子', '混口饭吃', '不能'}		{'美女', '鉴黄师'}
1166	super			芒果
1166	{'主持', '儿', 'super'}		{'芒果', '台向', '韩栋'}
1167	阳光			你
1167	{'正好', '那年', '阳光'}		{'你', '是', '我'}
1168	证据			你
1168	{'第一个', '证据', '吃货'}		{'你', '是', '我'}
1169	东莞			东莞
1169	{'东莞', '央视', '报道'}		{'东莞', '挺住'}
1170	不怎么			好脾气
1170	{'不怎么', '033', '讨厌'}		{'好脾气', '袁姗姗'}
1171	林宥嘉			林宥嘉
1171	{'林宥嘉', '倒', '擦'}		{'我们', '林宥嘉', '守护'}
1172	饭制			来自星星的你
1172	{'集', '饭制', '海报'}		{'来自星星的你'}
1173	昨天			张力尹
1173	{'战果', '应该', '昨天'}		{'呼吸', 'breath', '张力尹'}
1174	使用			李云迪
1174	{'长期', '双眼皮', '使用'}		{'被', '李云迪', '黑'}
1175	上午			mh370
1175	{'mh370', '上午', '车上'}		{'mh370', '寻人'}
1176	年			历史
1176	{'1', '18', '年'}		{'历史', '上', '的'}
1177	茶叶蛋			茶叶蛋
1177	{'茶叶蛋', '后', '去'}		{'茶叶蛋'}
1178	开幕式			世界杯
1178	{'此刻', '现场图', '开幕式'}		{'世界杯', '来', '了'}
1179	南京			南京
1179	{'媒体', '南京', '狠狠'}		{'南京', '被', '护士'}
1180	讨论			变形
1180	{'直播', '触动', '讨论'}		{'计', '变形'}
1181	谢谢			全智贤
1181	{'很', '东广', '谢谢'}		{'见面会', '全智贤', '粉丝'}
1182	睡			春晚
1182	{'感受', '睡', '春晚'}		{'春晚'}
1183	金俊秀			金俊秀
1183	{'金俊秀', '春季', '2014'}		{'金俊秀', '春季', '2014'}
1184	交朋友			王思聪体
1184	{'交朋友', '不在乎', '追'}		{'王思聪体'}
1185	一步			王源
1185	{'一步', '少年', '脚踏实地'}		{'王源'}
1186	记住			朴正洙
1186	{'我会', '记住', '守候'}		{'朴正洙', '请', '坚强'}
1187	眼睛			黄子韬
1187	{'萌', '揉', '眼睛'}		{'你', '陪', '黄子韬'}
1188	海天			海天
1188	{'联系', '盛筵', '海天'}		{'盛筵', '海天'}
1189	倪妮			冯绍峰
1189	{'昨天', '倪妮', '太假'}		{'冯绍峰', '分手', '倪妮'}
1190	逗			全民
1190	{'比卖', '逗', '佟丽娅'}		{'疯找', '佟丽娅', '全民'}
1191	外媒			马航
1191	{'外媒', '25', '消息'}		{'飞机', '失事', '马航'}
1192	一句			盗马记
1192	{'介绍', '一句', '话'}		{'盗马记'}
1193	美帝			曼顿
1193	{'心', '马航', '美帝'}		{'爆炸', '曼顿'}
1194	实景拍摄			古剑奇谭
1194	{'实景拍摄', '小伙伴', '今年'}		{'古剑奇谭'}
1195	朴有天			朴有天
1195	{'朴有天', '广州', '140613'}		{'朴有天'}
1196	烂人烂			阻止
1196	{'做好', '烂片', '烂人烂'}		{'杜汶泽', '阻止', '来'}
1197	打通			马航
1197	{'亲人', '打通', '家属'}		{'失联', '飞机', '马航'}
1198	人员			祈福
1198	{'人员', '距', '马航'}		{'祈福', '爱心', '马航'}
1199	剧			胡歌
1199	{'剧', '统计', '小伙伴'}		{'胡歌', '琅琊榜'}
1200	破			鬼魂
1200	{'鬼', '软件', '破'}		{'鬼魂', '探测器'}
1201	身子			吴亦凡
1201	{'挥手', '粉丝', '身子'}		{'吴亦凡'}
1202	昨天			鹿晗
1202	{'exo', '才', '昨天'}		{'张艺兴', '鹿晗'}
1203	奥莉			威廉
1203	{'拥有', '奥莉', '以为'}		{'爸爸', '弟弟', '威廉'}
1204	23			一
1204	{'23', '夏天', '6'}		{'二分之一', '又', '一'}
1205	gem			我
1205	{'gem', '邓紫棋', '情人节'}		{'我', '和', '偶像'}
1206	报道			马航
1206	{'俄媒', '报道', '新闻'}		{'被', 'mh17', '马航'}
1207	这是			湖南卫视
1207	{'最好', '这是', '今晚'}		{'春晚', '湖南卫视'}
1208	决定			晚安
1208	{'做', '决定', '事'}		{'晚安'}
1209	唯美			爸爸去哪儿
1209	{'唯美', '清新', '萌娃'}		{'爸爸去哪儿'}
1210	献上			爸爸去哪儿
1210	{'逻辑', '献上', '必须'}		{'爸爸去哪儿'}
1211	发布会			郑爽
1211	{'古剑', '发布会', '一起'}		{'宣布', '郑爽', '和'}
1212	嫖客			东莞
1212	{'今晚', '嫖客', '无情'}		{'东莞', '挺住'}
1213	王菲			巴黎
1213	{'引起', 'veggieg', '王菲'}		{'新浪', '时装周', '巴黎'}
1214	美			全民
1214	{'美', '美美'}		{'疯找', '佟丽娅', '全民'}
1215	6			利特
1215	{'日晚', '7', '6'}		{'坚强', '请', '利特'}
1216	第五			吸血鬼
1216	{'第五', '集中', '11'}		{'日记', '吸血鬼'}
1217	调			爸爸
1217	{'浙江', '调', '卫视'}		{'回来', '爸爸', '了'}
1218	想要			黄子韬
1218	{'vvhl', '想要', '未来'}		{'黄子韬'}
1219	古剑奇谭			张檬
1219	{'檬', '古剑奇谭', '中张'}		{'萌萌哒', '张檬', '古装'}
1220	爱上你			费曼
1220	{'feynman', '爱上你', '看到'}		{'feynman', '费曼'}
1221	实在			文章
1221	{'文章', '实在', '姚笛'}		{'文章', '姚笛'}
1222	同一个			sm
1222	{'人', '同一个', '不是'}		{'女团', '新', 'sm'}
1223	马			马航
1223	{'总理', '马', '最新'}		{'失联', '飞机', '马航'}
1224	只会			昆明
1224	{'只会', '看', '新闻'}		{'暴力事件', '昆明'}
1225	收视			来自星星的你
1225	{'tns', '收视', '第十集'}		{'来自星星的你'}
1226	土豆			doctor
1226	{'优酷', '土豆', '日起'}		{'异乡人', 'doctor'}
1227	长得			孟非
1227	{'长得', '至少', '孟非'}		{'女儿', '孟非'}
1228	劲儿			帮凯丽
1228	{'劲儿', '张凯丽', '老师'}		{'帮凯丽', '粉丝', '老师'}
1229	正片			爱情公寓
1229	{'正片', '全部', '结束'}		{'不说', '4', '爱情公寓'}
1230	一刻			来自星星的你
1230	{'一刻', '再也', '下'}		{'来自星星的你'}
1231	崔			百年
1231	{'萌小基', '江洲', '崔'}		{'的', '百年', '新娘'}
1232	总是			鹿晗
1232	{'两年', '谢谢', '总是'}		{'鹿晗'}
1233	蔡琳			蔡琳
1233	{'记得', '关晓彤', '蔡琳'}		{'公开', '高梓淇', '蔡琳'}
1234	exom			神马
1234	{'咆哮', 'exom', '狼崽们'}		{'神马', '年夜饭'}
1235	爸爸去哪儿			爸爸去哪儿
1235	{'动容', '爸爸去哪儿', '每期'}		{'爸爸去哪儿'}
1236	惹			晒
1236	{'辣', '惹', '久'}		{'通知书', '晒', '录取'}
1237	相差			家有萌
1237	{'相差', '新手', '15'}		{'家有萌', '兄妹'}
1238	一集			来自星星的你
1238	{'一集', '终于', '激动'}		{'来自星星的你'}
1239	报道			马航
1239	{'马航', '报道', '失联'}		{'失联', '飞机', '马航'}
1240	女儿			美女
1240	{'问', '爱情', '女儿'}		{'黄雨桐', '美女', '学霸'}
1241	网民			阻止
1241	{'傻', '屌', '网民'}		{'杜汶泽', '阻止', '来'}
1242	爸爸妈妈			前任攻略
1242	{'带', '爸爸妈妈', '前任攻略'}		{'前任攻略'}
1243	纪念			张力尹
1243	{'截个', '太棒了', '纪念'}		{'呼吸', 'breath', '张力尹'}
1244	几天			南京
1244	{'医暴', '几天', '这件'}		{'南京', '被', '护士'}
1245	片尾曲			泰版
1245	{'浪漫满屋', '片尾曲', '泰版'}		{'浪漫满屋', '泰版'}
1246	一大早			祈福
1246	{'看微博', '突发事件', '一大早'}		{'祈福', '昆明'}
1247	导师			中国好声音
1247	{'抢人', '导师', '大战'}		{'中国好声音'}
1248	真正			金在
1248	{'天呐', 'butterfly', '真正'}		{'中', '金在'}
1249	菲菲			抄
1249	{'菲菲', '电视', '冲进'}		{'抄', '灭诺澜', '家伙'}
1250	家族			刘亦菲
1250	{'震惊', '家族', '刘亦菲'}		{'家族', '刘亦菲', '照'}
1251	珀斯			马航
1251	{'珀斯', '澳方', '今天'}		{'飞机', '失事', '马航'}
1252	搞笑			金玉良缘
1252	{'超过', '搞笑', '宫'}		{'金玉良缘'}
1253	长沙			朴有天
1253	{'米饭', '长沙', '有天'}		{'朴有天', '快乐大本营'}
1254	以前			茶叶蛋
1254	{'独立', '以前', '搞'}		{'茶叶蛋'}
1255	推测			马航
1255	{'可能性', '空玄', '推测'}		{'穿越时空', '马航'}
1256	大陆			茶叶蛋
1256	{'大陆', '1', '讽刺'}		{'茶叶蛋'}
1257	战			霍建华
1257	{'战', '长沙', '电视剧'}		{'霍建华'}
1258	系列			时装
1258	{'louisvuitton2014', '系列', '身穿'}		{'宫', '心计', '时装'}
1259	周笔畅			巴黎
1259	{'米黄色', '周笔畅', '身穿'}		{'新浪', '时装周', '巴黎'}
1260	相关			没关系
1260	{'配乐', '相关', '找'}		{'是', '爱情', '没关系'}
1261	11			马航
1261	{'澳大利亚', '中午', '11'}		{'飞机', '失事', '马航'}
1262	晚间			昆明
1262	{'晚间', '网', '今日'}		{'砍', '火车站', '昆明'}
1263	吴映洁			明星
1263	{'偶像剧', '主演', '吴映洁'}		{'app', '汇', '明星'}
1264	源			崔始源
1264	{'源', '组', '制图'}		{'生日快乐', '崔始源', '0407'}
1265	之夜			爸爸去哪儿
1265	{'今晚', '之夜', '精彩'}		{'爸爸去哪儿'}
1266	花花			华晨宇
1266	{'后援会', '华晨宇', '花花'}		{'0207', '生日快乐', '华晨宇'}
1267	玩			170
1267	{'长大', '玩', '努力'}		{'170', '手机号'}
1268	送上			步步惊情
1268	{'大家', '看', '送上'}		{'步步惊情'}
1269	歌曲			1987
1269	{'歌曲', '时', '未'}		{'不知', '1987', '我'}
1270	凶			feynman
1270	{'说', '吴镇宇', '凶'}		{'feynman'}
1271	2014616621			朴槿惠
1271	{'2014616621', '总统', '朴槿惠'}		{'朴槿惠'}
1272	肯定			2014
1272	{'遇到', '小伙伴', '肯定'}		{'成绩', '国考', '2014'}
1273	几个			马航
1273	{'几个', '浦东', '月'}		{'失联', '飞机', '马航'}
1274	新浪			重返
1274	{'新浪', '全', '优酷'}		{'重返', '20', '岁'}
1275	没什么			袁姗姗
1275	{'没什么', '感觉', '以前'}		{'泡水', '裸身', '袁姗姗'}
1276	人生			星座
1276	{'阶段', '人生', '发现'}		{'小时代', '星座'}
1277	超级			最强大脑
1277	{'超级', '找茬', '王'}		{'最强大脑'}
1278	李敏镐			李敏镐
1278	{'李敏镐', '回韩', '来源'}		{'李敏镐', '图片'}
1279	100			那些
1279	{'100', '天', '岁'}		{'年', '我长', '那些'}
1280	尔康			放过
1280	{'尔康', '醒醒', '肿'}		{'放过', '李佳航'}
1281	发现			鹿晗
1281	{'拿来', '喜欢', '发现'}		{'生日快乐', '0420', '鹿晗'}
1282	打劫			带个
1282	{'打劫', '存货', '永远'}		{'胡歌', '回家', '带个'}
1283	今年			后会无期
1283	{'韩寒', '后会无期', '今年'}		{'小时代', '3', '后会无期'}
1284	14			白色
1284	{'3', '白色', '14'}		{'白色', '情人节'}
1285	该剧			封神
1285	{'上', '该剧', '以往'}		{'英雄榜', '封神'}
1286	萧敬腾			金曲
1286	{'新闻标题', '求婚', '萧敬腾'}		{'林俊杰', '歌王', '金曲'}
1287	成都			老子
1287	{'小伙', '老子', '成都'}		{'老子', '明天', '不'}
1288	菲律宾			支持
1288	{'决定', '不去', '菲律宾'}		{'支持', '陈坤'}
1289	爱情公寓			爱情公寓
1289	{'公众', '平台', '爱情公寓'}		{'4', '爱情公寓'}
1290	杉杉			杉杉
1290	{'特辑', '杉杉', '幕后'}		{'杉杉', '来', '了'}
1291	一只			胡萝卜
1291	{'一只', '精', '胡萝卜'}		{'精', '胡萝卜'}
1292	没错			抄
1292	{'曾小贤', '咬', '没错'}		{'抄', '灭诺澜', '家伙'}
1293	先			爸爸
1293	{'芒果', '先', '大'}		{'回来', '爸爸', '了'}
1294	minoz			李敏镐
1294	{'minoz', '镐', '照片'}		{'李敏镐'}
1295	欧巴			roommate
1295	{'不行', '欧巴', '妳'}		{'roommate'}
1296	说到底			梁静茹
1296	{'care', '真心', '说到底'}		{'梁静茹', '躺', '枪'}
1297	偶像			鹿晗
1297	{'韩国', '组合', '偶像'}		{'重返', '20', '鹿晗'}
1298	山东			舌尖上的中国
1298	{'一面', '山东', '四川'}		{'第二季', '舌尖上的中国'}
1299	黄多多			谢娜
1299	{'妈', '黄多多', '逼'}		{'给', '谢娜', '黄多多'}
1300	我来			王乔
1300	{'gem', '我来', '邓紫棋'}		{'王乔', '给', '邓紫棋'}
1301	7			广场
1301	{'25', '7', '广场'}		{'舞', '广场', '师兄'}
1302	张艺兴			张艺兴
1302	{'140622', '张艺兴', '首都机场'}		{'张艺兴'}
1303	sbs			来自星星的你
1303	{'剧', 'sbs', '来自星星的你'}		{'来自星星的你'}
1304	好消息			鹿晗
1304	{'想', '好消息', '回顾'}		{'生日快乐', '0420', '鹿晗'}
1305	张亮			优酷
1305	{'男神', 'sean', '张亮'}		{'全', '优酷', '娱乐'}
1306	女人			我是歌手
1306	{'花', '女人', '梅艳芳'}		{'我是歌手'}
1307	那天			exo
1307	{'行星', 'exo', '那天'}		{'exo'}
1308	本人			钟汉良
1308	{'关心', '外面', '本人'}		{'钟汉良'}
1309	谢帝			中国
1309	{'谢帝', '24', '成都'}		{'好', '歌曲', '中国'}
1310	团队			杭州
1310	{'政策', '出', '团队'}		{'限牌', '杭州'}
1311	不输给			花儿与少年
1311	{'不输给', '风', '雨'}		{'花儿与少年'}
1312	大结局			叛逃
1312	{'大结局', '预告', '叛逃'}		{'叛逃'}
1313	这张			放过
1313	{'这张', '突然', '海报'}		{'放过', '李佳航'}
1314	休息			最佳
1314	{'roommate', '休息', '去'}		{'朴灿烈', '室友', '最佳'}
1315	成绩			国考
1315	{'成绩', '不查', '你查'}		{'成绩', '公布', '国考'}
1316	微博上			时尚
1316	{'正', '微博上', '网友'}		{'热点', '时尚'}
1317	热闹			朴有天
1317	{'热闹', '米', '场外'}		{'见面会', '朴有天', '广州'}
1318	最爱			求古剑
1318	{'狗皮', '最爱', '哒'}		{'求古剑', '专场'}
1319	菜			为
1319	{'里面', '菜', '精良'}		{'点个', '前任攻略', '为'}
1320	距离			刘诗诗
1320	{'距离', '浙江', '全球'}		{'步步惊情', '刘诗诗'}
1321	星期			来自星星的你
1321	{'两集', '更新', '星期'}		{'来自星星的你'}
1322	一年			花儿与少年
1322	{'一年', '歌迷', '了解'}		{'花儿与少年'}
1323	逝去			马航
1323	{'默哀', '生命', '逝去'}		{'空难', '马航'}
1324	眼			最强
1324	{'眼', '瞥', '右下角'}		{'天团', '最强'}
1325	有人			爸爸去哪儿
1325	{'有人', '感觉', '冖'}		{'费曼', '吴镇宇', '爸爸去哪儿'}
1326	杨阳洋			我们
1326	{'看见', '萌萌哒', '杨阳洋'}		{'我们', '爱', '都'}
1327	朋友圈			长沙
1327	{'朋友圈', '转', '我大'}		{'伍家岭', '砍', '长沙'}
1328	交朋友			王思聪体
1328	{'交朋友', '不在乎', '少'}		{'王思聪体'}
1329	好像			冯绍峰
1329	{'好像', '冯叔', '求'}		{'冯绍峰', '删微博'}
1330	可爱			王源
1330	{'很', '可爱', '觉得'}		{'王源'}
1331	cry			神探
1331	{'花花', '甜', 'cry'}		{'出柜', '神探', '夏洛克'}
1332	妈蛋			triangle
1332	{'妈蛋', '留言', '尼玛'}		{'triangle'}
1333	电视剧			何以
1333	{'笙箫', '电视剧', '何以'}		{'默', '笙箫', '何以'}
1334	本人			于
1334	{'喜欢', '正', '本人'}		{'抄过', '正', '于'}
1335	繁华			小希爱
1335	{'繁华', '才', '褪去'}		{'小希爱', '八卦'}
1336	王诗龄			王诗龄
1336	{'究竟', '小朋友', '王诗龄'}		{'我们', '想', '王诗龄'}
1337	相差			家有萌
1337	{'相差', '20', '姐弟'}		{'家有萌', '兄妹'}
1338	回到			上
1338	{'回到', '小学', '发现'}		{'上', '厕所', '不'}
1339	老天			考研
1339	{'老天', '悬', '保佑'}		{'成绩', '考研'}
1340	愚人			愚人节
1340	{'虽易', '不易', '愚人'}		{'快乐', '愚人节'}
1341	公映			爸爸去哪儿
1341	{'公映', '今天', '影院'}		{'我', '爸爸去哪儿', '就是'}
1342	孙燕姿			孙燕姿
1342	{'新专辑', '2014', '孙燕姿'}		{'新专辑', '2014', '孙燕姿'}
1343	演绎			金贤
1343	{'尹智厚', '心中', '演绎'}		{'你', '金贤', '重带'}
1344	交朋友			王思聪体
1344	{'天才', '交朋友', '不在乎'}		{'王思聪体'}
1345	飞			郑嘉颖
1345	{'黑亮', '飞', '垂直'}		{'郑嘉颖', '生日快乐', '815'}
1346	表情			王源
1346	{'上', '小', '表情'}		{'王源'}
1347	小盆友			neinei
1347	{'热', '小盆友', '欣怡'}		{'neinei'}
1348	秀智			秀智
1348	{'秀智', '140728', 'runningman'}		{'秀智'}
1349	今天下午			小奇
1349	{'今天下午', '热门', '韩国'}		{'小奇', 'live', 'runningman'}
1350	携手			mikeaom
1350	{'前行', '携手', '决定'}		{'mikeaom', '亚洲', '巡回'}
1351	车展			北京
1351	{'车展', '北京', '2014'}		{'车展', '北京'}
1352	neinei			neinei
1352	{'爸', '呵护', 'neinei'}		{'neinei'}
1353	回顾			张力尹
1353	{'系列', '2', '回顾'}		{'breath', '张力尹'}
1354	心疼			抄
1354	{'灭', '心疼', '必须'}		{'抄', '灭诺澜', '家伙'}
1355	杉杉			杉杉
1355	{'张翰', '杉杉', '赵丽颖'}		{'杉杉', '来', '了'}
1356	金秀贤			邓紫棋
1356	{'金秀贤', '日前', '报道'}		{'金秀贤', '邓紫棋'}
1357	6			马航
1357	{'2009', '年', '6'}		{'失联', '客机', '马航'}
1358	日本			昆明
1358	{'真是', '刚看', '日本'}		{'恐怖袭击', '暴力', '昆明'}
1359	演唱			萧敬腾
1359	{'六年', '演唱', '签唱会'}		{'加油', '萧敬腾'}
1360	最新			冰桶挑战
1360	{'最新', '秒', '快'}		{'冰桶挑战'}
1361	黄奕			黄奕
1361	{'第一次', '见到', '黄奕'}		{'离婚', '提出', '黄奕'}
1362	以前			首尔
1362	{'不信', '淡定', '以前'}		{'大学', '首尔', '女神'}
1363	出演			金俊秀
1363	{'的', '音乐剧', '出演'}		{'金俊秀'}
1364	陈			陈小春
1364	{'陈', '家', '小春'}		{'陈小春', '78', '生日快乐'}
1365	真心			贝儿
1365	{'真心', '两人', '好像'}		{'贝儿', 'feynman'}
1366	完			爱情公寓
1366	{'完', '一部', '结局'}		{'4', '爱情公寓'}
1367	我爱你			昆凌
1367	{'歌词', '周杰伦', '我爱你'}		{'生日快乐', '昆凌'}
1368	伯贤			边伯贤
1368	{'说话', '伯贤', '年龄'}		{'恋爱', '边伯贤', '泰妍'}
1369	综合			陈伟霆
1369	{'名人', '榜', '综合'}		{'陈伟霆', '土豆', '813'}
